task,method,source,beta,seed,epoch,layer,research_only,cosA,relative_error_A,group,trace_S,d_total,tau,operator_state_bytes,condition_S,log_eigenvalue_spread_S,effective_rank_S,A_condition_raw,A_eigenvalue_min,A_eigenvalue_max
vit,dp_kfm_a,public,1.0,42,1,patch_embed,True,0.9991607662922732,0.1392733434042978,patch_head,56532.73261739668,5526346,1.3171203643731282,79679064,177913.0501668289,1.1100632143509193,457.7560627447127,177913.0501668289,0.0010017209385508122,178.21922759355357
vit,dp_kfm_a,public,1.0,42,1,blocks.0.attn.q_proj,True,0.9886516326513766,0.1600272341249859,attention_qkv,13366.088131605682,5526346,1.3171203643731282,79679064,6291.923249392721,2.540226942929797,4271.410919921091,6291.923249392721,0.001000003570205801,6.291945712853605
vit,dp_kfm_a,public,1.0,42,1,blocks.0.attn.k_proj,True,0.9886516326513766,0.1600272341249859,attention_qkv,13366.088131605682,5526346,1.3171203643731282,79679064,6291.923249392721,2.540226942929797,4271.410919921091,6291.923249392721,0.001000003570205801,6.291945712853605
vit,dp_kfm_a,public,1.0,42,1,blocks.0.attn.v_proj,True,0.9886516326513766,0.1600272341249859,attention_qkv,13366.088131605682,5526346,1.3171203643731282,79679064,6291.923249392721,2.540226942929797,4271.410919921091,6291.923249392721,0.001000003570205801,6.291945712853605
vit,dp_kfm_a,public,1.0,42,1,blocks.0.attn.out_proj,True,0.9708667368223768,0.2969648171181025,attention_out,2713.4441047328814,5526346,1.3171203643731282,79679064,1896.1977224680234,1.8939291692380686,3988.580363279928,1896.1977224680234,0.001000444362159864,1.8970403209835085
vit,dp_kfm_a,public,1.0,42,1,blocks.0.mlp.fc1,True,0.9885138744145511,0.1739466697747348,mlp_fc1,140483.02212413482,5526346,1.3171203643731282,79679064,22199.116970146304,2.704748844752776,20328.859503731386,22199.116970146304,0.001,22.199116970146303
vit,dp_kfm_a,public,1.0,42,1,blocks.0.mlp.fc2,True,0.9933974372301647,0.11796328977876887,mlp_fc2,19569.067597722104,5526346,1.3171203643731282,79679064,13767.505095247721,1.8287147928672143,11780.548824539681,13767.505095247721,0.0010173516493354345,14.006394015884267
vit,dp_kfm_a,public,1.0,42,1,blocks.1.attn.q_proj,True,0.9939433473116853,0.11079292202091777,attention_qkv,21143.810591687597,5526346,1.3171203643731282,79679064,7502.53150219249,2.314089274522416,6766.050776533153,7502.53150219249,0.001,7.50253150219249
vit,dp_kfm_a,public,1.0,42,1,blocks.1.attn.k_proj,True,0.9939433473116853,0.11079292202091777,attention_qkv,21143.810591687597,5526346,1.3171203643731282,79679064,7502.53150219249,2.314089274522416,6766.050776533153,7502.53150219249,0.001,7.50253150219249
vit,dp_kfm_a,public,1.0,42,1,blocks.1.attn.v_proj,True,0.9939433473116853,0.11079292202091777,attention_qkv,21143.810591687597,5526346,1.3171203643731282,79679064,7502.53150219249,2.314089274522416,6766.050776533153,7502.53150219249,0.001,7.50253150219249
vit,dp_kfm_a,public,1.0,42,1,blocks.1.attn.out_proj,True,0.9916812507354869,0.13058808127810823,attention_out,6182.259747943125,5526346,1.3171203643731282,79679064,8914.028543720337,1.8191311387568667,3551.964462809882,8914.028543720337,0.0010877882950070614,9.696575911217824
vit,dp_kfm_a,public,1.0,42,1,blocks.1.mlp.fc1,True,0.9913147799038119,0.13173138207045604,mlp_fc1,137049.4528711162,5526346,1.3171203643731282,79679064,17647.520551257654,1.909749246768929,41856.03437427325,17647.520551257654,0.001,17.647520551257653
vit,dp_kfm_a,public,1.0,42,1,blocks.1.mlp.fc2,True,0.9952361007872776,0.09767864120399854,mlp_fc2,10524.510057325022,5526346,1.3171203643731282,79679064,9505.716211231926,1.4770930235497117,17074.178448849052,9505.716211231926,0.0010105445742495782,9.605949941616679
vit,dp_kfm_a,public,1.0,42,1,blocks.2.attn.q_proj,True,0.9930319966874323,0.11807872059619132,attention_qkv,28464.15617576101,5526346,1.3171203643731282,79679064,11538.103747586094,1.7276027609287488,9936.309561556107,11538.103747586094,0.0010000059194918984,11.538172047297751
vit,dp_kfm_a,public,1.0,42,1,blocks.2.attn.k_proj,True,0.9930319966874323,0.11807872059619132,attention_qkv,28464.15617576101,5526346,1.3171203643731282,79679064,11538.103747586094,1.7276027609287488,9936.309561556107,11538.103747586094,0.0010000059194918984,11.538172047297751
vit,dp_kfm_a,public,1.0,42,1,blocks.2.attn.v_proj,True,0.9930319966874323,0.11807872059619132,attention_qkv,28464.15617576101,5526346,1.3171203643731282,79679064,11538.103747586094,1.7276027609287488,9936.309561556107,11538.103747586094,0.0010000059194918984,11.538172047297751
vit,dp_kfm_a,public,1.0,42,1,blocks.2.attn.out_proj,True,0.989884137589964,0.14210298081469236,attention_out,7083.55067629159,5526346,1.3171203643731282,79679064,3063.555810523749,1.7349717572959384,6854.317212376804,3063.555810523749,0.0017775745377243861,5.445698803684611
vit,dp_kfm_a,public,1.0,42,1,blocks.2.mlp.fc1,True,0.9905497083757666,0.13715539617781253,mlp_fc1,180510.13785466173,5526346,1.3171203643731282,79679064,16876.112029356773,1.428163200265654,63921.618202010795,16876.112029356773,0.001,16.876112029356772
vit,dp_kfm_a,public,1.0,42,1,blocks.2.mlp.fc2,True,0.9920176330330334,0.1262646072500027,mlp_fc2,11690.5464105148,5526346,1.3171203643731282,79679064,4531.276432622759,1.3200484180517031,38610.675984116795,4531.276432622759,0.0010103893446996807,4.578353425410816
vit,dp_kfm_a,public,1.0,42,1,blocks.3.attn.q_proj,True,0.9897192451784821,0.1433187405586977,attention_qkv,41199.137430069335,5526346,1.3171203643731282,79679064,14487.16667863523,1.306202286902276,16828.533757280442,14487.16667863523,0.001,14.487166678635232
