task,method,source,beta,seed,epoch,train_loss,test_loss,test_accuracy,best_accuracy,accuracy_auc,epsilon,noise_multiplier,accountant_steps,logical_steps,samples,realized_batch_size_sum,realized_batch_size_mean,realized_batch_size_min,realized_batch_size_max,sample_rate,expected_batch_size,optimizer_steps,noise_events,logical_batch_size,physical_batch_size,clip_fraction,mean_clip_factor,matched_norm_p50,matched_norm_p90,matched_norm_p99,matched_norm_max,raw_norm_p50,raw_norm_p90,raw_norm_p99,geometry_build_seconds,oracle_seconds,private_train_seconds,wall_time_seconds,run_wall_time_seconds,peak_cuda_allocated_bytes,bk_cache_bytes,temporary_per_sample_bytes,operator_state_bytes,factor_state_bytes,trace_S,d_total,tau,research_only,clip_cos,clip_rel_error,signal_cos,signal_rel_error,update_cos,update_rel_error,total_noise_rms
vit,dp_kfm_a,public,1.0,42,1,2.393340057629363,1.925102758026123,0.3779,0.3779,0.0,2.3316823563394795,0.72021484375,195,195,49649,49649,254.6102564102564,209,301,0.00512,256,195,195,256,128,1.0,0.001965311588719487,714.8906860351562,1276.99951171875,1941.7647705078125,4355.39501953125,151.44944763183594,228.81932067871094,306.6167297363281,4.083649963140488,3.89413920417428,290.89128946885467,311.8965543676168,311.94156306330115,5590930944,4879916544,19562496,79679064,39839528,5526346.0,5526346,1.3171203643731282,True,0.8836833358222976,0.9988415605657848,0.8836833358222976,0.9988415605657848,0.0029481180163062597,1.0934939653977833,0.7202532464811637
vit,dp_kfm_a,public,1.0,42,2,1.6822123489737724,1.5294510681152345,0.5199,0.5199,0.4489,2.5430233194134213,0.72021484375,390,195,49464,49464,253.66153846153847,217,292,0.00512,256,390,390,256,128,0.9993732571601868,0.008120493963360786,478.895751953125,1091.6341552734375,1786.8392333984375,4144.25927734375,153.93197631835938,266.6932678222656,379.2286376953125,3.4635846549645066,3.8227635184302926,286.30812889523804,307.75929854623973,619.7687742216513,5586350592,4879916544,19562496,79679064,39839528,5526346.0,5526346,1.3224386223352185,True,0.770457997597196,0.9986278334575316,0.770457997597196,0.9986278334575316,0.0029918939551276747,1.0952499468659918,0.7201656186586138
vit,dp_kfm_a,public,1.0,42,3,1.3456606258274397,1.304295189666748,0.5983,0.5983,1.008,2.710864462544613,0.72021484375,585,195,50006,50006,256.44102564102565,220,308,0.00512,256,585,585,256,128,0.9921009540557861,0.030040979385375977,418.10797119140625,1120.659423828125,1917.45263671875,4870.32568359375,154.44996643066406,335.2082824707031,485.2882385253906,3.7032183269038796,3.964160549454391,296.01019247528166,317.6639783112332,937.4938722243533,5595275264,4879916544,19562496,79679064,39839528,5526346.0,5526346,1.2790608191425967,True,0.7045364435557464,0.9987469270410803,0.7045364435557464,0.9987469270410803,0.0027702174425726367,1.0820774622152327,0.7203764441688332
vit,dp_kfm_a,public,1.0,42,4,1.2841539015812495,1.3957122562408448,0.5981,0.5983,1.6062,2.8599779044555476,0.72021484375,780,195,49772,49772,255.24102564102563,203,293,0.00512,256,780,780,256,128,0.968858003616333,0.07552525401115417,385.6305847167969,1431.9053955078125,2499.28515625,5604.01513671875,139.12619018554688,436.49810791015625,658.4160766601562,3.447385562583804,4.088346887379885,286.82741707377136,307.3584611825645,1244.9169540461153,5585850368,4879916544,19562496,79679064,39839528,5526346.0,5526346,1.2431420901367163,True,0.6263919959702519,0.999066388536458,0.6263919959702519,0.999066388536458,0.0026433012955105442,1.0588376467983864,0.720080713991418
vit,dp_kfm_a,public,1.0,42,5,1.4012435600182482,1.4615972190856934,0.6,0.6,2.20525,2.9959030525484205,0.72021484375,975,195,49838,49838,255.5794871794872,212,297,0.00512,256,975,975,256,128,0.9338657259941101,0.1145646944642067,406.52734375,1506.1673583984375,2467.40966796875,5471.96630859375,153.72100830078125,505.0744323730469,761.4517211914062,3.4054617136716843,3.6683408226817846,285.75220267660916,305.87069560587406,1550.8498289762065,5588653568,4879916544,19562496,79679064,39839528,5526346.0,5526346,1.1985900753211982,True,0.6369516270339026,0.9992021578410107,0.6369516270339026,0.9992021578410107,0.0027753654698352706,1.0428281712511922,0.7201819390574207
