epoch,step,train_loss,test_loss,test_accuracy,epsilon_spent
1,234,0.90133764843146,0.6231541824102401,0.8975,0.7861127240333559
2,468,0.6392568082381518,0.5338901859521866,0.9275,0.8385078418579571
3,702,0.5750475746189427,0.4783907429357991,0.9334,0.8909029596825585
4,936,0.5240006773517683,0.4458056005978957,0.9376,0.9432980775071597
5,1170,0.4689518084638139,0.4231582040555775,0.9438,0.995693195331761
