level,layer,group,noise_rms,noise_energy_share,expected_noise_energy,signal_norm,snr,task,method,source,beta,seed,epoch,research_only
layer,conv1,conv1,1.0730819213663583,0.0007732382250316512,182.5392246246338,2.5698076686751175,0.19020525875974045,mnist,dp_kfm,pink,0.5,42,1,True
layer,conv2,conv2,1.0680225375010761,0.022423908525918034,5293.63751411438,5.878739615716816,0.0807992119321983,mnist,dp_kfm,pink,0.5,42,1,True
layer,fc1,fc1,1.0682108524416836,0.9705686200597354,229123.23474884033,24.7129784547728,0.051628620921319486,mnist,dp_kfm,pink,0.5,42,1,True
layer,fc2,fc2,1.0685630388195453,0.006234233189317707,1471.72249853611,29.457140693573447,0.7678521851043444,mnist,dp_kfm,pink,0.5,42,1,True
group,conv1,conv1,1.0730819213663583,0.0007732382250316512,182.5392246246338,2.5698076686751175,0.19020525875974045,mnist,dp_kfm,pink,0.5,42,1,True
group,conv2,conv2,1.0680225375010761,0.022423908525918034,5293.63751411438,5.878739615716816,0.0807992119321983,mnist,dp_kfm,pink,0.5,42,1,True
group,fc1,fc1,1.0682108524416836,0.9705686200597354,229123.23474884033,24.7129784547728,0.051628620921319486,mnist,dp_kfm,pink,0.5,42,1,True
group,fc2,fc2,1.0685630388195453,0.006234233189317707,1471.72249853611,29.457140693573447,0.7678521851043444,mnist,dp_kfm,pink,0.5,42,1,True
layer,conv1,conv1,1.0638515913531452,0.0007732382250316512,182.5392246246338,0.7815356381101203,0.05784564739560179,mnist,dp_kfm,pink,0.5,42,2,True
layer,conv2,conv2,1.0681257623204121,0.022423908525918034,5293.63751411438,4.011400479587266,0.05513392643357837,mnist,dp_kfm,pink,0.5,42,2,True
layer,fc1,fc1,1.0664390517818423,0.9705686200597354,229123.23474884033,15.13787844050185,0.03162499368451262,mnist,dp_kfm,pink,0.5,42,2,True
layer,fc2,fc2,1.061257209950262,0.006234233189317707,1471.72249853611,31.22603642875746,0.8139615637983572,mnist,dp_kfm,pink,0.5,42,2,True
group,conv1,conv1,1.0638515913531452,0.0007732382250316512,182.5392246246338,0.7815356381101203,0.05784564739560179,mnist,dp_kfm,pink,0.5,42,2,True
group,conv2,conv2,1.0681257623204121,0.022423908525918034,5293.63751411438,4.011400479587266,0.055133926433578374,mnist,dp_kfm,pink,0.5,42,2,True
group,fc1,fc1,1.0664390517818423,0.9705686200597354,229123.23474884033,15.13787844050185,0.03162499368451262,mnist,dp_kfm,pink,0.5,42,2,True
group,fc2,fc2,1.061257209950262,0.006234233189317707,1471.72249853611,31.22603642875746,0.8139615637983572,mnist,dp_kfm,pink,0.5,42,2,True
layer,conv1,conv1,1.0675752225920947,0.0007732382250316512,182.5392246246338,2.009390385744454,0.1487257676629562,mnist,dp_kfm,pink,0.5,42,3,True
layer,conv2,conv2,1.066952655506647,0.022423908525918034,5293.63751411438,8.474537268075133,0.11647665613899152,mnist,dp_kfm,pink,0.5,42,3,True
layer,fc1,fc1,1.0685565256200849,0.9705686200597354,229123.23474884033,14.680287935910151,0.030669027703236977,mnist,dp_kfm,pink,0.5,42,3,True
layer,fc2,fc2,1.0684004472955924,0.006234233189317707,1471.72249853611,32.597018669873094,0.8496986273691453,mnist,dp_kfm,pink,0.5,42,3,True
group,conv1,conv1,1.0675752225920947,0.0007732382250316512,182.5392246246338,2.009390385744454,0.1487257676629562,mnist,dp_kfm,pink,0.5,42,3,True
group,conv2,conv2,1.066952655506647,0.022423908525918034,5293.63751411438,8.474537268075133,0.11647665613899152,mnist,dp_kfm,pink,0.5,42,3,True
group,fc1,fc1,1.0685565256200849,0.9705686200597354,229123.23474884033,14.680287935910151,0.030669027703236974,mnist,dp_kfm,pink,0.5,42,3,True
group,fc2,fc2,1.0684004472955924,0.006234233189317707,1471.72249853611,32.597018669873094,0.8496986273691454,mnist,dp_kfm,pink,0.5,42,3,True
layer,conv1,conv1,1.0672012342915955,0.0007732382250316512,182.5392246246338,1.6245888704100977,0.12024454212709908,mnist,dp_kfm,pink,0.5,42,4,True
layer,conv2,conv2,1.066635288538615,0.022423908525918034,5293.63751411438,8.472493595923499,0.11644856727809737,mnist,dp_kfm,pink,0.5,42,4,True
layer,fc1,fc1,1.0676421489990924,0.9705686200597354,229123.23474884033,11.861747962040436,0.024780731716218782,mnist,dp_kfm,pink,0.5,42,4,True
layer,fc2,fc2,1.0551636427748394,0.006234233189317707,1471.7224985361097,27.407521189662152,0.7144252476061601,mnist,dp_kfm,pink,0.5,42,4,True
group,conv1,conv1,1.0672012342915955,0.0007732382250316512,182.5392246246338,1.6245888704100977,0.12024454212709908,mnist,dp_kfm,pink,0.5,42,4,True
group,conv2,conv2,1.066635288538615,0.022423908525918034,5293.63751411438,8.472493595923499,0.11644856727809737,mnist,dp_kfm,pink,0.5,42,4,True
group,fc1,fc1,1.0676421489990924,0.9705686200597354,229123.23474884033,11.861747962040436,0.024780731716218782,mnist,dp_kfm,pink,0.5,42,4,True
group,fc2,fc2,1.0551636427748394,0.006234233189317707,1471.7224985361097,27.407521189662152,0.7144252476061599,mnist,dp_kfm,pink,0.5,42,4,True
layer,conv1,conv1,1.0675816725217464,0.0007732382250316512,182.5392246246338,1.8687674014792355,0.13831750581683822,mnist,dp_kfm,pink,0.5,42,5,True
layer,conv2,conv2,1.0678216401803484,0.022423908525918034,5293.63751411438,7.7024044851130204,0.10586422482742958,mnist,dp_kfm,pink,0.5,42,5,True
layer,fc1,fc1,1.0675794504268141,0.9705686200597354,229123.23474884033,10.189532830879775,0.02128725717353716,mnist,dp_kfm,pink,0.5,42,5,True
layer,fc2,fc2,1.0662146301080242,0.006234233189317707,1471.72249853611,23.097095733944666,0.6020664263841083,mnist,dp_kfm,pink,0.5,42,5,True
group,conv1,conv1,1.0675816725217464,0.0007732382250316512,182.5392246246338,1.8687674014792355,0.13831750581683822,mnist,dp_kfm,pink,0.5,42,5,True
group,conv2,conv2,1.0678216401803484,0.022423908525918034,5293.63751411438,7.7024044851130204,0.10586422482742958,mnist,dp_kfm,pink,0.5,42,5,True
group,fc1,fc1,1.0675794504268141,0.9705686200597354,229123.23474884033,10.189532830879775,0.021287257173537164,mnist,dp_kfm,pink,0.5,42,5,True
group,fc2,fc2,1.0662146301080242,0.006234233189317707,1471.72249853611,23.097095733944666,0.6020664263841083,mnist,dp_kfm,pink,0.5,42,5,True
