hessian_stage_norm_mean,final_preconditioned_norm_mean,train_loss,preclip_norm_mean,preclip_norm_p50,preclip_norm_p90,preclip_norm_p99,clip_fraction,update_norm,step,epoch
4.981182098388672,4.981182098388672,2.311952590942383,4.981182098388672,5.016805648803711,5.721493721008301,6.243124961853027,1.0,0.9495506286621094,1,1
4.904718399047852,4.904718399047852,2.2925171852111816,4.904718399047852,4.932422637939453,5.659255504608154,6.124353408813477,1.0,0.9503965973854065,2,1
4.86111307144165,4.86111307144165,2.2722206115722656,4.861112594604492,4.890933990478516,5.707859516143799,6.11567497253418,1.0,0.9518016576766968,3,1
5.024587631225586,5.024587631225586,2.2651684284210205,5.024587154388428,5.103059768676758,5.854397296905518,6.1973876953125,1.0,0.9525601267814636,4,1
5.160883903503418,5.160883903503418,2.239880084991455,5.160883903503418,5.2113447189331055,5.964574813842773,6.553713321685791,1.0,0.9503411054611206,5,1
5.549205780029297,5.549205780029297,2.2127554416656494,5.549205780029297,5.605076789855957,6.467198848724365,6.846944332122803,1.0,0.9477605819702148,6,1
5.999700546264648,5.999700546264648,2.177154302597046,5.999700546264648,6.1014251708984375,7.021979331970215,7.466449737548828,1.0,0.950184166431427,7,1
6.557552337646484,6.557552337646484,2.1806259155273438,6.557552337646484,6.630209445953369,7.532623291015625,8.263476371765137,1.0,0.9510872960090637,8,1
6.906400203704834,6.906400203704834,2.135165214538574,6.906400680541992,6.959878444671631,7.882730960845947,8.819071769714355,1.0,0.9485825896263123,9,1
7.469262599945068,7.469262599945068,2.0925333499908447,7.469262599945068,7.605447292327881,8.672364234924316,9.400259971618652,1.0,0.9485521912574768,10,1
8.169326782226562,8.169326782226562,2.078155755996704,8.169326782226562,8.324590682983398,9.513431549072266,10.332871437072754,1.0,0.9530166983604431,11,1
8.618912696838379,8.618912696838379,2.0121092796325684,8.618912696838379,8.78244686126709,10.108585357666016,11.259359359741211,1.0,0.9512366056442261,12,1
9.145841598510742,9.145841598510742,1.9421899318695068,9.145841598510742,9.30874252319336,11.072317123413086,12.184935569763184,1.0,0.9491443634033203,13,1
10.135986328125,10.135986328125,1.8995747566223145,10.135986328125,10.30709171295166,12.16219711303711,13.509210586547852,1.0,0.9541585445404053,14,1
10.772052764892578,10.772052764892578,1.8220734596252441,10.772052764892578,10.695182800292969,13.343674659729004,15.283607482910156,1.0,0.9511796832084656,15,1
11.751993179321289,11.751993179321289,1.795396327972412,11.751993179321289,11.886358261108398,14.669601440429688,15.826187133789062,1.0,0.9490442276000977,16,1
12.343994140625,12.343994140625,1.7546769380569458,12.343994140625,12.448638916015625,15.529153823852539,17.96332550048828,1.0,0.9516593813896179,17,1
