task,method,source,beta,seed,epoch,layer,research_only,cosA,relative_error_A,cosG,relative_error_G,group,trace_S,d_total,tau,operator_state_bytes,A_condition_raw,A_eigenvalue_min,A_eigenvalue_max,G_condition_raw,G_eigenvalue_min,G_eigenvalue_max
vit,dp_kfc,pink,,42,1,patch_embed,True,0.621153982490905,0.8487813064691657,0.42626516165673717,0.9797418694677276,patch_head,147648.0,5526346,1.0,77146304,1492.0695620062106,0.01765302459148114,26.33954067029613,1.7208214160408588,0.0,0.000720821416040859
vit,dp_kfc,pink,,42,1,blocks.0.attn.q_proj,True,0.3396325371922061,1.7188422276091564,0.19695907043131017,0.9847559219117982,attention_qkv,37056.0,5526346,1.0,77146304,11108.455905783541,0.001,11.108455905783542,1.106101683560619,0.0,0.0001061016835606191
vit,dp_kfc,pink,,42,1,blocks.0.attn.k_proj,True,0.3396325371922061,1.7188422276091564,0.23448466739917542,0.977290907293152,attention_qkv,37056.0,5526346,1.0,77146304,11108.455905783541,0.001,11.108455905783542,1.5856702538385126,0.0,0.0005856702538385126
vit,dp_kfc,pink,,42,1,blocks.0.attn.v_proj,True,0.3396325371922061,1.7188422276091564,0.31318070845818086,1.3125149015610904,attention_qkv,37056.0,5526346,1.0,77146304,11108.455905783541,0.001,11.108455905783542,4.399561790003648,3.754811976390974e-08,0.003399726985276647
vit,dp_kfc,pink,,42,1,blocks.0.attn.out_proj,True,0.10836942728802505,4.822867426418404,0.3839608285899357,0.9594593572825071,attention_out,37056.0,5526346,1.0,77146304,8320.81050132666,0.001001976580563823,8.337257253638837,3.874384889599809,0.0,0.002874384889599809
vit,dp_kfc,pink,,42,1,blocks.0.mlp.fc1,True,0.3641099132362489,1.9164945556238355,0.2675850739800798,1.0571617404928226,mlp_fc1,148224.0,5526346,1.0,77146304,41399.56624741298,0.0010000000312211559,41.39956753995529,2.194134726721206,2.104608058769081e-08,0.0011941809046574848
vit,dp_kfc,pink,,42,1,blocks.0.mlp.fc2,True,0.1190921571486446,7.593671423422714,0.25676510917688833,0.9971774028972651,mlp_fc2,147648.0,5526346,1.0,77146304,115985.06320138722,0.001059067615111467,122.83602427324595,5.389470086695421,0.0,0.004389470086695421
vit,dp_kfc,pink,,42,1,blocks.1.attn.q_proj,True,0.36522506393233223,2.1311724236103684,0.5183309850729813,1.0581960098371879,attention_qkv,37056.0,5526346,1.0,77146304,34750.087291249554,0.001,34.75008729124956,1.1456729205135825,1.3847184755209691e-11,0.000145672936377927
vit,dp_kfc,pink,,42,1,blocks.1.attn.k_proj,True,0.36522506393233223,2.1311724236103684,0.5560658952255346,0.8833777809699428,attention_qkv,37056.0,5526346,1.0,77146304,34750.087291249554,0.001,34.75008729124956,1.2147918493731307,3.1980408953592595e-11,0.0002147918882226709
vit,dp_kfc,pink,,42,1,blocks.1.attn.v_proj,True,0.36522506393233223,2.1311724236103684,0.4623862677496231,0.9244597815393628,attention_qkv,37056.0,5526346,1.0,77146304,34750.087291249554,0.001,34.75008729124956,1.1738023204360915,5.24436955942533e-08,0.00017386387896767242
vit,dp_kfc,pink,,42,1,blocks.1.attn.out_proj,True,0.144290203191076,3.923907957708787,0.24758357624723162,1.024259360101014,attention_out,37056.0,5526346,1.0,77146304,35213.01295543993,0.0011720687868649474,41.27207337654215,6.052145887550901,0.0,0.005052145887550901
vit,dp_kfc,pink,,42,1,blocks.1.mlp.fc1,True,0.23393590191609723,2.4326963686227363,0.2082495810420293,1.3899106630864242,mlp_fc1,148224.0,5526346,1.0,77146304,59748.25651422537,0.001000018717964049,59.7493748799428,2.859819773398858,5.4768613176841045e-09,0.001859835436235151
vit,dp_kfc,pink,,42,1,blocks.1.mlp.fc2,True,0.040200446112319925,3.058799579063516,0.2845688213074646,1.447878689703552,mlp_fc2,147648.0,5526346,1.0,77146304,30117.86194318659,0.0010005157681228266,30.13339577630458,8.279460381316289,0.0,0.00727946038131629
vit,dp_kfc,pink,,42,1,blocks.2.attn.q_proj,True,0.3826682523551794,1.5533921232480628,0.5326571498414523,1.5669445815347351,attention_qkv,37056.0,5526346,1.0,77146304,27376.09381263095,0.001,27.37609381263095,1.2388583109869213,1.442955593886603e-09,0.00023886009860445132
vit,dp_kfc,pink,,42,1,blocks.2.attn.k_proj,True,0.3826682523551794,1.5533921232480628,0.3832889626112422,0.9572537415300503,attention_qkv,37056.0,5526346,1.0,77146304,27376.09381263095,0.001,27.37609381263095,1.1547647194353763,2.7689999001259492e-09,0.00015476791697876917
vit,dp_kfc,pink,,42,1,blocks.2.attn.v_proj,True,0.3826682523551794,1.5533921232480628,0.2625746655793748,1.684982750839398,attention_qkv,37056.0,5526346,1.0,77146304,27376.09381263095,0.001,27.37609381263095,2.8597920791169495,4.4876633611333244e-07,0.001861075457530341
vit,dp_kfc,pink,,42,1,blocks.2.attn.out_proj,True,0.11636580509920338,1.8886769977209008,0.26597765330034057,1.6401927948548338,attention_out,37056.0,5526346,1.0,77146304,8352.703263422924,0.001449152033099884,12.104336916069364,10.491909118786838,0.0,0.00949190911878684
vit,dp_kfc,pink,,42,1,blocks.2.mlp.fc1,True,0.2224458376863884,1.7094821731045011,0.2585169729468881,1.4068672447024118,mlp_fc1,148224.0,5526346,1.0,77146304,39489.69860389064,0.001,39.48969860389064,2.112274713936495,2.7050336793633117e-08,0.0011123318516789078
