method,geometry,source,engine,profiled,epsilon_target,epsilon_spent,delta,noise_multiplier,seed,epoch,train_loss,test_loss,accuracy,differentiation_seconds,factor_precondition_seconds,sample_gradient_precondition_seconds,norm_clip_seconds,aggregate_seconds,aggregate_precondition_seconds,noise_optimizer_seconds,sample_gradient_matrices_preconditioned,sample_gradient_elements_preconditioned,factor_elements_preconditioned_for_norm,aggregate_matrices_preconditioned,aggregate_elements_preconditioned,grad_sample_peak_bytes,bk_cache_peak_bytes,bk_temporary_peak_bytes,geometry_build_seconds,geometry_peak_allocated_bytes,geometry_peak_reserved_bytes,private_train_seconds,private_peak_allocated_bytes,private_peak_reserved_bytes,algorithm_seconds,evaluation_seconds,clip_fraction,mean_clip_factor,norm_p50,norm_p90,norm_p99,norm_max,logical_steps,optimizer_steps,noise_events,accountant_steps
DP-KFC,full,mismatch,bk,False,8.0,5.706769944509006,1e-05,0.518035888671875,42,1,1.0228646254947042,0.5434457306750119,0.8516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234,234,234,234
DP-KFC,full,mismatch,bk,False,8.0,6.470624022968821,1e-05,0.518035888671875,42,2,0.5897086852381372,0.5553519594017416,0.8963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234,234,234,234
DP-KFC,full,mismatch,bk,False,8.0,7.046080410208184,1e-05,0.518035888671875,42,3,0.5901967753202487,0.5319438974118385,0.9154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234,234,234,234
DP-KFC,full,mismatch,bk,False,8.0,7.539237723055828,1e-05,0.518035888671875,42,4,0.5649990257289674,0.5017542267523822,0.9261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234,234,234,234
DP-KFC,full,mismatch,bk,False,8.0,7.992692197253878,1e-05,0.518035888671875,42,5,0.5178834266769581,0.4561799616811527,0.9347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234,234,234,234
