task,method,source,beta,seed,epoch,train_loss,test_loss,test_accuracy,best_accuracy,accuracy_auc,epsilon,noise_multiplier,accountant_steps,logical_steps,samples,realized_batch_size_sum,realized_batch_size_mean,realized_batch_size_min,realized_batch_size_max,sample_rate,expected_batch_size,optimizer_steps,noise_events,logical_batch_size,physical_batch_size,clip_fraction,mean_clip_factor,matched_norm_p50,matched_norm_p90,matched_norm_p99,matched_norm_max,raw_norm_p50,raw_norm_p90,raw_norm_p99,geometry_build_seconds,oracle_seconds,private_train_seconds,wall_time_seconds,run_wall_time_seconds,peak_cuda_allocated_bytes,bk_cache_bytes,temporary_per_sample_bytes,operator_state_bytes,factor_state_bytes,trace_S,d_total,tau,research_only,clip_cos,clip_rel_error,signal_cos,signal_rel_error,update_cos,update_rel_error,total_noise_rms
vit,dp_kfm_a,pink,0.75,42,1,2.145700212341221,1.2566201929092407,0.603,0.603,0.0,2.3316823563394795,0.72021484375,195,195,49649,49649,254.6102564102564,209,301,0.00512,256,195,195,256,128,0.999818742275238,0.005561168305575848,476.5722961425781,738.0655517578125,959.5288696289062,2255.848876953125,139.1057586669922,213.34588623046875,283.2179260253906,2.0009615449234843,3.8384146066382527,287.9501716317609,307.62644064519554,307.67118137236685,5590039040,4879916544,19562496,79679064,39839528,5526346.0,5526346,1.8033989062882065,True,0.8791030241438906,0.9981781995083612,0.8791030241438906,0.9981781995083612,0.003990607551870891,1.114324568379356,0.7202374538528555
vit,dp_kfm_a,pink,0.75,42,2,0.9100795957468752,0.7209052196502685,0.7854,0.7854,0.6941999999999999,2.5430233194134213,0.72021484375,390,195,49464,49464,253.66153846153847,217,292,0.00512,256,390,390,256,128,0.939713716506958,0.118909552693367,158.25523376464844,880.181884765625,1320.9376220703125,2829.802001953125,47.31328582763672,265.5428161621094,406.82855224609375,1.8499848414212465,3.905019875615835,285.5964380428195,305.6520197959617,613.3794486224651,5585020416,4879916544,19562496,79679064,39839528,5526346.0,5526346,1.75079296827676,True,0.5884394726225426,0.9987070698742353,0.5884394726225426,0.9987070698742353,0.0021981268758446797,1.163103382689387,0.7202110158404565
vit,dp_kfm_a,pink,0.75,42,3,0.6364060266015148,0.5835501919746399,0.8351,0.8351,1.5044499999999998,2.710864462544613,0.72021484375,585,195,50006,50006,256.44102564102565,220,308,0.00512,256,585,585,256,128,0.7442306876182556,0.3390638530254364,19.17443084716797,1021.3316650390625,1702.9412841796875,3635.589599609375,5.822305679321289,312.4058837890625,530.4235229492188,1.842731012031436,3.8429184574633837,289.118180594407,308.762594409287,922.1975437514484,5594383360,4879916544,19562496,79679064,39839528,5526346.0,5526346,1.8034485200239239,True,0.5175571749377796,0.9990841126222918,0.5175571749377796,0.9990841126222918,0.001473818062831772,1.159808944031222,0.7202307570452495
vit,dp_kfm_a,pink,0.75,42,4,0.5552067637472283,0.5380272094726563,0.8552,0.8552,2.3495999999999997,2.8599779044555476,0.72021484375,780,195,49772,49772,255.24102564102563,203,293,0.00512,256,780,780,256,128,0.6209314465522766,0.4545598328113556,4.921814918518066,1123.7626953125,2034.042724609375,5825.478515625,1.509800672531128,346.0372314453125,640.8050537109375,1.8473336854949594,3.780489271506667,291.43400388769805,311.5253205699846,1233.7815922638401,5585089536,4879916544,19562496,79679064,39839528,5526346.0,5526346,1.7980321339393197,True,0.5171886401136786,0.9992273251161493,0.5171886401136786,0.9992273251161493,0.0014592773775248722,1.147500159788579,0.7200689529743053
vit,dp_kfm_a,pink,0.75,42,5,0.5222624780240126,0.5280641523361206,0.8651,0.8651,3.2097499999999997,2.9959030525484205,0.72021484375,975,195,49838,49838,255.5794871794872,212,297,0.00512,256,975,975,256,128,0.5515269637107849,0.518583357334137,2.0139760971069336,1194.7080078125,2310.093505859375,4900.4052734375,0.6151955723762512,368.48968505859375,730.5691528320312,1.8510576924309134,3.8574216114357114,288.7808977179229,308.56033584754914,1542.4033987494186,5587761664,4879916544,19562496,79679064,39839528,5526346.0,5526346,1.7968033495646107,True,0.5290372760162525,0.9993044091477364,0.5290372760162525,0.9993044091477364,0.0012581112320519442,1.1335952936758138,0.7202627736144958
