level,layer,group,noise_rms,noise_energy_share,expected_noise_energy,signal_norm,snr,task,method,source,beta,seed,epoch,research_only
layer,conv1,conv1,1.0713217787785916,0.0007732382250316512,182.5392246246338,2.7816107432975774,0.20588194114564176,mnist,dp_kfm_a,public,0.25,42,1,True
layer,conv2,conv2,1.0680430510554213,0.022423908525918034,5293.63751411438,5.542981971369924,0.0761844552263714,mnist,dp_kfm_a,public,0.25,42,1,True
layer,fc1,fc1,1.0681239277038368,0.9705686200597354,229123.23474884036,27.52302462882335,0.05749917225761302,mnist,dp_kfm_a,public,0.25,42,1,True
layer,fc2,fc2,1.067379154927129,0.006234233189317707,1471.72249853611,21.749380267019067,0.5669358522071133,mnist,dp_kfm_a,public,0.25,42,1,True
group,conv1,conv1,1.0713217787785916,0.0007732382250316512,182.5392246246338,2.7816107432975774,0.20588194114564176,mnist,dp_kfm_a,public,0.25,42,1,True
group,conv2,conv2,1.0680430510554213,0.022423908525918034,5293.63751411438,5.542981971369924,0.0761844552263714,mnist,dp_kfm_a,public,0.25,42,1,True
group,fc1,fc1,1.0681239277038368,0.9705686200597354,229123.23474884036,27.52302462882335,0.05749917225761302,mnist,dp_kfm_a,public,0.25,42,1,True
group,fc2,fc2,1.067379154927129,0.006234233189317707,1471.72249853611,21.749380267019067,0.5669358522071133,mnist,dp_kfm_a,public,0.25,42,1,True
layer,conv1,conv1,1.062552671260219,0.0007732382250316512,182.5392246246338,0.8178388310846839,0.060532641561624995,mnist,dp_kfm_a,public,0.25,42,2,True
layer,conv2,conv2,1.0677197705559387,0.022423908525918034,5293.63751411438,4.231789961180114,0.058163027498582105,mnist,dp_kfm_a,public,0.25,42,2,True
layer,fc1,fc1,1.0678960439765446,0.9705686200597354,229123.23474884033,20.94972361524354,0.043766692910661036,mnist,dp_kfm_a,public,0.25,42,2,True
layer,fc2,fc2,1.0672744791209943,0.006234233189317707,1471.72249853611,23.19539134378654,0.6046286743493253,mnist,dp_kfm_a,public,0.25,42,2,True
group,conv1,conv1,1.062552671260219,0.0007732382250316512,182.5392246246338,0.8178388310846839,0.060532641561624995,mnist,dp_kfm_a,public,0.25,42,2,True
group,conv2,conv2,1.0677197705559387,0.022423908525918034,5293.63751411438,4.231789961180114,0.05816302749858211,mnist,dp_kfm_a,public,0.25,42,2,True
group,fc1,fc1,1.0678960439765446,0.9705686200597354,229123.23474884033,20.94972361524354,0.043766692910661036,mnist,dp_kfm_a,public,0.25,42,2,True
group,fc2,fc2,1.0672744791209943,0.006234233189317707,1471.72249853611,23.19539134378654,0.6046286743493253,mnist,dp_kfm_a,public,0.25,42,2,True
layer,conv1,conv1,1.0661601383852766,0.0007732382250316512,182.5392246246338,0.9388201836995912,0.06948712082469198,mnist,dp_kfm_a,public,0.25,42,3,True
layer,conv2,conv2,1.0676767243172822,0.022423908525918034,5293.63751411438,5.677880043295207,0.07803853596735116,mnist,dp_kfm_a,public,0.25,42,3,True
layer,fc1,fc1,1.0680689277586857,0.9705686200597354,229123.23474884036,18.790009853656393,0.03925477042832642,mnist,dp_kfm_a,public,0.25,42,3,True
layer,fc2,fc2,1.068472574983303,0.006234233189317707,1471.72249853611,29.276326394620714,0.7631389423631957,mnist,dp_kfm_a,public,0.25,42,3,True
group,conv1,conv1,1.0661601383852766,0.0007732382250316512,182.5392246246338,0.9388201836995912,0.06948712082469198,mnist,dp_kfm_a,public,0.25,42,3,True
group,conv2,conv2,1.0676767243172822,0.022423908525918034,5293.63751411438,5.677880043295207,0.07803853596735116,mnist,dp_kfm_a,public,0.25,42,3,True
group,fc1,fc1,1.0680689277586857,0.9705686200597354,229123.23474884036,18.790009853656393,0.039254770428326424,mnist,dp_kfm_a,public,0.25,42,3,True
group,fc2,fc2,1.068472574983303,0.006234233189317707,1471.72249853611,29.276326394620714,0.7631389423631958,mnist,dp_kfm_a,public,0.25,42,3,True
layer,conv1,conv1,1.0659037790131773,0.0007732382250316512,182.5392246246338,0.9159289338003507,0.06779281655301718,mnist,dp_kfm_a,public,0.25,42,4,True
layer,conv2,conv2,1.067739941928457,0.022423908525918034,5293.63751411438,5.28716310299637,0.07266840173308371,mnist,dp_kfm_a,public,0.25,42,4,True
layer,fc1,fc1,1.0681338353825514,0.9705686200597354,229123.23474884033,13.973134632557136,0.029191692630134065,mnist,dp_kfm_a,public,0.25,42,4,True
layer,fc2,fc2,1.0670255446536157,0.006234233189317707,1471.72249853611,23.580031312405307,0.6146549916845584,mnist,dp_kfm_a,public,0.25,42,4,True
group,conv1,conv1,1.0659037790131773,0.0007732382250316512,182.5392246246338,0.9159289338003507,0.0677928165530172,mnist,dp_kfm_a,public,0.25,42,4,True
group,conv2,conv2,1.067739941928457,0.022423908525918034,5293.63751411438,5.28716310299637,0.07266840173308371,mnist,dp_kfm_a,public,0.25,42,4,True
group,fc1,fc1,1.0681338353825514,0.9705686200597354,229123.23474884033,13.973134632557136,0.029191692630134065,mnist,dp_kfm_a,public,0.25,42,4,True
