p,seed,epoch,layer,mean,median,p90,p99
0.0,42,1,conv1,0.0029741777107119,0.0028244154527783,0.0041276849806308,0.0058118961751461
0.0,42,1,conv2,0.0673669204115867,0.0666636377573013,0.080578826367855,0.0947206318378448
0.0,42,1,fc1,0.8259791135787964,0.8255616426467896,0.844076931476593,0.8574914932250977
0.0,42,1,fc2,0.1036797687411308,0.1009611338376998,0.1232824474573135,0.1383483558893203
0.125,42,1,conv1,0.0020817294716835,0.001979426946491,0.0028352113440632,0.003564556594938
0.125,42,1,conv2,0.0429336875677108,0.042159054428339,0.0520801581442356,0.0591428466141223
0.125,42,1,fc1,0.8431799411773682,0.8433199524879456,0.8605416417121887,0.8721116185188293
0.125,42,1,fc2,0.1118046566843986,0.1093309596180915,0.1317970156669616,0.1439775675535202
0.25,42,1,conv1,0.0007217145757749,0.0006894348771311,0.0009791952325031,0.0012216899776831
0.25,42,1,conv2,0.0188279543071985,0.0187056586146354,0.0222611036151647,0.0253121145069599
0.25,42,1,fc1,0.878813624382019,0.8799887299537659,0.8950204849243164,0.9050806760787964
0.25,42,1,fc2,0.1016367301344871,0.10004223883152,0.1227454170584678,0.1361178904771804
0.375,42,1,conv1,0.0002002153923967,0.0001914516906253,0.0002685481449589,0.0003521079488564
0.375,42,1,conv2,0.0087066870182752,0.0086525939404964,0.0103576183319091,0.0118827419355511
0.375,42,1,fc1,0.8978623151779175,0.8982588052749634,0.9140536785125732,0.9250569343566896
0.375,42,1,fc2,0.0932307839393615,0.0927719324827194,0.1134699136018753,0.1270177066326141
0.5,42,1,conv1,5.398087887442671e-05,5.183128087082878e-05,7.118875510059297e-05,9.076064452528954e-05
0.5,42,1,conv2,0.0045829517766833,0.0045627471990883,0.0054833721369504,0.0065098069608211
0.5,42,1,fc1,0.9103670120239258,0.9104645848274232,0.9255930185317992,0.9368199706077576
0.5,42,1,fc2,0.0849960893392562,0.0848885327577591,0.1032605990767479,0.1190823912620544
0.625,42,1,conv1,1.4932607882656155e-05,1.4315156477096023e-05,1.9838891603285447e-05,2.6576391974231228e-05
0.625,42,1,conv2,0.0026547806337475,0.0026335748843848,0.003154378850013,0.0039172512479126
0.625,42,1,fc1,0.9204307794570924,0.9205363392829896,0.934417724609375,0.944781482219696
0.625,42,1,fc2,0.0768995136022567,0.0767562910914421,0.0926871448755264,0.1104007810354232
0.75,42,1,conv1,4.2938477236020844e-06,4.099490979569964e-06,5.802781743113883e-06,8.006968528206926e-06
0.75,42,1,conv2,0.0016400211025029,0.0016260117990896,0.001957242609933,0.0024924471508711
0.75,42,1,fc1,0.9288251399993896,0.9289205074310304,0.9416589140892028,0.950976014137268
0.75,42,1,fc2,0.069530539214611,0.0694576054811477,0.0840810909867286,0.101747065782547
1.0,42,1,conv1,3.961686161346734e-07,3.71622206785105e-07,5.347943670130917e-07,7.897407385826227e-07
1.0,42,1,conv2,0.0007092162850312,0.0006934205885045,0.0008616006816737,0.001133054960519
1.0,42,1,fc1,0.9416513442993164,0.9422020316123962,0.9524232149124146,0.9610257148742676
1.0,42,1,fc2,0.0576390027999877,0.0571064874529838,0.0693140178918838,0.0867455527186393
