task,method,source,beta,seed,epoch,layer,research_only,cosA,relative_error_A,cosG,relative_error_G,group,trace_S,d_total,tau,operator_state_bytes,A_condition_raw,A_eigenvalue_min,A_eigenvalue_max,G_condition_raw,G_eigenvalue_min,G_eigenvalue_max
vit,dp_kfc,public,,42,1,patch_embed,True,0.9991607662922732,0.1392733434042978,0.9942377952959832,0.10737736077472783,patch_head,147648.0,5526346,1.0,77146304,177913.0501668289,0.0010017209385508122,178.21922759355357,15.195541225761819,0.0,0.01419554122576182
vit,dp_kfc,public,,42,1,blocks.0.attn.q_proj,True,0.9886516326513766,0.1600272341249859,0.9990250703199132,0.12069557882425068,attention_qkv,37056.0,5526346,1.0,77146304,6291.923249392721,0.001000003570205801,6.291945712853605,1.8784424453587807,0.0,0.0008784424453587809
vit,dp_kfc,public,,42,1,blocks.0.attn.k_proj,True,0.9886516326513766,0.1600272341249859,0.9988143174592387,0.05907208140878571,attention_qkv,37056.0,5526346,1.0,77146304,6291.923249392721,0.001000003570205801,6.291945712853605,5.543604326511054,0.0,0.004543604326511054
vit,dp_kfc,public,,42,1,blocks.0.attn.v_proj,True,0.9886516326513766,0.1600272341249859,0.9807454507810706,0.2030178677669794,attention_qkv,37056.0,5526346,1.0,77146304,6291.923249392721,0.001000003570205801,6.291945712853605,2.533961134120588,2.2973920743405436e-07,0.0015345432843432098
vit,dp_kfc,public,,42,1,blocks.0.attn.out_proj,True,0.9708667368223768,0.2969648171181025,0.9938789785843614,0.11254667393533051,attention_out,37056.0,5526346,1.0,77146304,1896.1977224680234,0.001000444362159864,1.8970403209835085,15.579903788219804,0.0,0.014579903788219805
vit,dp_kfc,public,,42,1,blocks.0.mlp.fc1,True,0.9885138744145511,0.1739466697747348,0.9948401132193148,0.11961022245634013,mlp_fc1,148224.0,5526346,1.0,77146304,22199.116970146304,0.001,22.199116970146303,1.8333274340465122,1.1363043609227002e-07,0.0008335357558423431
vit,dp_kfc,public,,42,1,blocks.0.mlp.fc2,True,0.9933974372301647,0.11796328977876887,0.9965363860496357,0.11377712885045041,mlp_fc2,147648.0,5526346,1.0,77146304,13767.505095247721,0.0010173516493354345,14.006394015884267,6.127052164722615,0.0,0.005127052164722615
vit,dp_kfc,public,,42,1,blocks.1.attn.q_proj,True,0.9939433473116853,0.11079292202091777,0.9947336922749431,0.10623320752748569,attention_qkv,37056.0,5526346,1.0,77146304,7502.53150219249,0.001,7.50253150219249,1.1102808915906641,1.4156841518035106e-11,0.00011028090730873484
vit,dp_kfc,public,,42,1,blocks.1.attn.k_proj,True,0.9939433473116853,0.11079292202091777,0.9952617195835779,0.1075088811760733,attention_qkv,37056.0,5526346,1.0,77146304,7502.53150219249,0.001,7.50253150219249,1.1999019517469511,4.202735545734627e-11,0.000199902002175657
vit,dp_kfc,public,,42,1,blocks.1.attn.v_proj,True,0.9939433473116853,0.11079292202091777,0.9965582068443419,0.12695732084141934,attention_qkv,37056.0,5526346,1.0,77146304,7502.53150219249,0.001,7.50253150219249,1.3806143176700556,3.98539565848717e-07,0.00038116454710082463
vit,dp_kfc,public,,42,1,blocks.1.attn.out_proj,True,0.9916812507354869,0.13058808127810823,0.9960023317486959,0.11827631986956967,attention_out,37056.0,5526346,1.0,77146304,8914.028543720337,0.0010877882950070614,9.696575911217824,6.001986649751697,0.0,0.005001986649751698
vit,dp_kfc,public,,42,1,blocks.1.mlp.fc1,True,0.9913147799038119,0.13173138207045604,0.992083050667068,0.1552890635869572,mlp_fc1,148224.0,5526346,1.0,77146304,17647.520551257654,0.001,17.647520551257653,1.6452114678056464,1.0188100799771189e-07,0.0006453790836083556
vit,dp_kfc,public,,42,1,blocks.1.mlp.fc2,True,0.9952361007872776,0.09767864120399854,0.9871471917992359,0.17781899888205363,mlp_fc2,147648.0,5526346,1.0,77146304,9505.716211231926,0.0010105445742495782,9.605949941616679,3.2579093148812777,0.0,0.0022579093148812775
vit,dp_kfc,public,,42,1,blocks.2.attn.q_proj,True,0.9930319966874323,0.11807872059619132,0.9937809908859371,0.12101443063839977,attention_qkv,37056.0,5526346,1.0,77146304,11538.103747586094,0.0010000059194918984,11.538172047297751,1.0935639628694622,4.469388974136962e-09,9.356885043218055e-05
vit,dp_kfc,public,,42,1,blocks.2.attn.k_proj,True,0.9930319966874323,0.11807872059619132,0.9965042176637331,0.13372390056790057,attention_qkv,37056.0,5526346,1.0,77146304,11538.103747586094,0.0010000059194918984,11.538172047297751,1.1981604276575046,1.0905389845821673e-08,0.00019817349406406586
vit,dp_kfc,public,,42,1,blocks.2.attn.v_proj,True,0.9930319966874323,0.11807872059619132,0.970124871293948,0.24308998719467212,attention_qkv,37056.0,5526346,1.0,77146304,11538.103747586094,0.0010000059194918984,11.538172047297751,1.7025505343561822,2.9932508455926386e-06,0.0007076466951828081
vit,dp_kfc,public,,42,1,blocks.2.attn.out_proj,True,0.989884137589964,0.14210298081469236,0.980254529390513,0.20451635298553816,attention_out,37056.0,5526346,1.0,77146304,3063.555810523749,0.0017775745377243861,5.445698803684611,3.819549534439049,0.0,0.0028195495344390488
vit,dp_kfc,public,,42,1,blocks.2.mlp.fc1,True,0.9905497083757666,0.13715539617781253,0.9820468234320285,0.19795767200841882,mlp_fc1,148224.0,5526346,1.0,77146304,16876.112029356773,0.001,16.876112029356772,1.4216846767519622,1.4885755491405119e-08,0.00042170583960244603
vit,dp_kfc,public,,42,1,blocks.2.mlp.fc2,True,0.9920176330330334,0.1262646072500027,0.9716340144195351,0.23779443459339725,mlp_fc2,147648.0,5526346,1.0,77146304,4531.276432622759,0.0010103893446996807,4.578353425410816,4.52563517613319,0.0,0.0035256351761331906
vit,dp_kfc,public,,42,1,blocks.3.attn.q_proj,True,0.9897192451784821,0.1433187405586977,0.9910141361662131,0.13490758185627044,attention_qkv,37056.0,5526346,1.0,77146304,14487.16667863523,0.001,14.487166678635232,1.0839759152366828,7.846795136343852e-08,8.406097260607878e-05
vit,dp_kfc,public,,42,1,blocks.3.attn.k_proj,True,0.9897192451784821,0.1433187405586977,0.9940660664429132,0.13202297190265072,attention_qkv,37056.0,5526346,1.0,77146304,14487.16667863523,0.001,14.487166678635232,1.1486561100365387,1.0207774051374382e-07,0.00014877336225687857
vit,dp_kfc,public,,42,1,blocks.3.attn.v_proj,True,0.9897192451784821,0.1433187405586977,0.9628333030755625,0.2756646326084454,attention_qkv,37056.0,5526346,1.0,77146304,14487.16667863523,0.001,14.487166678635232,1.3317754264572117,7.934462368862632e-07,0.00033283211865771156
vit,dp_kfc,public,,42,1,blocks.3.attn.out_proj,True,0.9822563912842421,0.18757561950603402,0.9619227031517593,0.2734662781313049,attention_out,37056.0,5526346,1.0,77146304,3032.404074153827,0.0020685078731791594,6.272551702047751,5.048039123227809,0.0,0.004048039123227809
vit,dp_kfc,public,,42,1,blocks.3.mlp.fc1,True,0.9787638073697713,0.20518305940531262,0.9590034128199455,0.29119319774681807,mlp_fc1,148224.0,5526346,1.0,77146304,15947.807094976373,0.001,15.947807094976374,1.7263972530157177,9.440383266383868e-08,0.0007265602315331028
vit,dp_kfc,public,,42,1,blocks.3.mlp.fc2,True,0.9789123280848399,0.20502690933626816,0.9549554336084433,0.2969145669341212,mlp_fc2,147648.0,5526346,1.0,77146304,3538.419810224988,0.0012889872803970638,4.560978128085002,5.375935963182985,0.0,0.004375935963182985
vit,dp_kfc,public,,42,1,blocks.4.attn.q_proj,True,0.981708898222179,0.19054296982272334,0.9856670965417501,0.17014237320007744,attention_qkv,37056.0,5526346,1.0,77146304,9536.862970635346,0.001,9.536862970635346,1.0948382714347,1.5458367913087972e-07,9.500751556275175e-05
vit,dp_kfc,public,,42,1,blocks.4.attn.k_proj,True,0.981708898222179,0.19054296982272334,0.9940290647198525,0.1255189553992886,attention_qkv,37056.0,5526346,1.0,77146304,9536.862970635346,0.001,9.536862970635346,1.415689376883197,1.9660175538892446e-07,0.00041596770389977755
vit,dp_kfc,public,,42,1,blocks.4.attn.v_proj,True,0.981708898222179,0.19054296982272334,0.9460992468499821,0.3277492819694582,attention_qkv,37056.0,5526346,1.0,77146304,9536.862970635346,0.001,9.536862970635346,1.121088746124155,9.434590567183576e-07,0.00012214644745507086
vit,dp_kfc,public,,42,1,blocks.4.attn.out_proj,True,0.964487220017665,0.2648351013984268,0.9511438253385511,0.3089156922901709,attention_out,37056.0,5526346,1.0,77146304,881.9748784784239,0.00318487687976516,2.808981398999619,5.550909174333411,0.0,0.004550909174333411
vit,dp_kfc,public,,42,1,blocks.4.mlp.fc1,True,0.9711686111508895,0.23863435701397398,0.9433620305619029,0.3365050196244442,mlp_fc1,148224.0,5526346,1.0,77146304,12455.014282559947,0.001,12.455014282559947,1.8466073701994388,3.635432264870951e-07,0.0008472786918008562
vit,dp_kfc,public,,42,1,blocks.4.mlp.fc2,True,0.9703782864513476,0.24175322152155093,0.941005679868208,0.338673704232708,mlp_fc2,147648.0,5526346,1.0,77146304,1488.2884660139205,0.00229017125098207,3.408435458033286,6.148011387065516,0.0,0.005148011387065516
vit,dp_kfc,public,,42,1,blocks.5.attn.q_proj,True,0.9797697627020183,0.20014011458137473,0.9685530141169496,0.24890537240694055,attention_qkv,37056.0,5526346,1.0,77146304,10465.710883985248,0.001,10.465710883985249,1.0584137472090396,1.8345128539256258e-07,5.860791457144214e-05
vit,dp_kfc,public,,42,1,blocks.5.attn.k_proj,True,0.9797697627020183,0.20014011458137473,0.9898608951714264,0.1786326103116347,attention_qkv,37056.0,5526346,1.0,77146304,10465.710883985248,0.001,10.465710883985249,1.1365868615031924,2.284479398380052e-07,0.0001368465124301497
vit,dp_kfc,public,,42,1,blocks.5.attn.v_proj,True,0.9797697627020183,0.20014011458137473,0.9217201317010566,0.39270369576630815,attention_qkv,37056.0,5526346,1.0,77146304,10465.710883985248,0.001,10.465710883985249,1.3144053097513801,1.7185481499845847e-06,0.0003166641785647834
vit,dp_kfc,public,,42,1,blocks.5.attn.out_proj,True,0.9482997525277194,0.3176422707706185,0.9374544320323321,0.3521384819781258,attention_out,37056.0,5526346,1.0,77146304,324.9545514020368,0.009527721737584868,3.0960765431203257,6.519380654178362,0.0,0.0055193806541783625
vit,dp_kfc,public,,42,1,blocks.5.mlp.fc1,True,0.9574456152007812,0.2886189159831934,0.9129062036451779,0.4111904365445013,mlp_fc1,148224.0,5526346,1.0,77146304,13275.790107803234,0.001,13.275790107803234,2.173881324603759,2.3987897420305734e-07,0.001174402793025944
vit,dp_kfc,public,,42,1,blocks.5.mlp.fc2,True,0.9539209613975645,0.3001022745571506,0.9125004165911027,0.41009444353674274,mlp_fc2,147648.0,5526346,1.0,77146304,1574.3470067546157,0.002443926424880569,3.847588251739233,6.288520630676036,0.0,0.005288520630676036
vit,dp_kfc,public,,42,1,blocks.6.attn.q_proj,True,0.9588229100524357,0.2848551941367438,0.9626162962238516,0.3023830248130322,attention_qkv,37056.0,5526346,1.0,77146304,11169.568194655078,0.001,11.169568194655078,1.092323629935273,6.984035957787662e-08,9.239991821036299e-05
vit,dp_kfc,public,,42,1,blocks.6.attn.k_proj,True,0.9588229100524357,0.2848551941367438,0.990381039729897,0.14124301534694877,attention_qkv,37056.0,5526346,1.0,77146304,11169.568194655078,0.001,11.169568194655078,1.2860788490892636,1.1359676016387927e-07,0.00028622494347983534
vit,dp_kfc,public,,42,1,blocks.6.attn.v_proj,True,0.9588229100524357,0.2848551941367438,0.8871328929390351,0.4620745134960994,attention_qkv,37056.0,5526346,1.0,77146304,11169.568194655078,0.001,11.169568194655078,1.3207222237569034,1.4087913984636966e-06,0.00032258284586549204
vit,dp_kfc,public,,42,1,blocks.6.attn.out_proj,True,0.9365700390937759,0.3519885714127162,0.9038158353359547,0.42886945750184446,attention_out,37056.0,5526346,1.0,77146304,609.8279702632933,0.005877132226741037,3.584039616802476,6.455167174599627,0.0,0.005455167174599627
