p,seed,epoch,layer,mean,median,p90,p99
0.5,42,1,conv1,0.00024504735483787954,0.00018849146727006882,0.00045352763845585287,0.0011222906177863479
0.5,42,1,conv2,0.009652174077928066,0.00838927086442709,0.01593705825507641,0.028344647958874702
0.5,42,1,fc1,0.5459144711494446,0.5473706722259521,0.6391673684120178,0.7760714888572693
0.5,42,1,fc2,0.4441882371902466,0.44176143407821655,0.5492350459098816,0.6365312337875366
0.5,42,2,conv1,0.004952856805175543,0.004529752768576145,0.008193991146981716,0.012539842166006565
0.5,42,2,conv2,0.07046841084957123,0.06766459345817566,0.09574151784181595,0.12722095847129822
0.5,42,2,fc1,0.8033469319343567,0.8056775331497192,0.8433154225349426,0.8667021989822388
0.5,42,2,fc2,0.12123174965381622,0.1182110384106636,0.16169817745685577,0.22544458508491516
0.5,42,3,conv1,0.00768454372882843,0.006607450544834137,0.013716628775000572,0.02085907757282257
0.5,42,3,conv2,0.08491764217615128,0.08279477059841156,0.11390746384859085,0.1439819037914276
0.5,42,3,fc1,0.7463461756706238,0.7734674215316772,0.8228368759155273,0.8505899906158447
0.5,42,3,fc2,0.16105163097381592,0.12794440984725952,0.30365103483200073,0.42978471517562866
0.5,42,4,conv1,0.010633514262735844,0.008556798100471497,0.01983746327459812,0.031157491728663445
0.5,42,4,conv2,0.09935096651315689,0.09764508903026581,0.13180188834667206,0.16141866147518158
0.5,42,4,fc1,0.7286556959152222,0.7477284669876099,0.800229012966156,0.8308390974998474
0.5,42,4,fc2,0.16135983169078827,0.1346004605293274,0.2852594554424286,0.4545023739337921
0.5,42,5,conv1,0.011643840931355953,0.00897647812962532,0.02232424169778824,0.03550596162676811
0.5,42,5,conv2,0.09408406168222427,0.09308303892612457,0.12329741567373276,0.15091261267662048
0.5,42,5,fc1,0.7160553336143494,0.7335505485534668,0.7954818606376648,0.8287470936775208
0.5,42,5,fc2,0.178216814994812,0.15346470475196838,0.30616724491119385,0.47375327348709106
