method,geometry,source,engine,profiled,profile_mode,epsilon_target,epsilon_spent,delta,noise_multiplier,sample_rate,seed,epoch,lr,device,train_size,train_examples,validation_size,logical_batch_size,physical_batch_size,geometry_batch_size,geometry_physical_batch_size,preconditioned_layers,trainable_parameters,train_loss,test_loss,accuracy,differentiation_seconds,factor_precondition_seconds,sample_gradient_precondition_seconds,norm_clip_seconds,aggregate_seconds,aggregate_precondition_seconds,noise_optimizer_seconds,sample_gradient_matrices_preconditioned,sample_gradient_elements_preconditioned,factor_elements_preconditioned_for_norm,aggregate_matrices_preconditioned,aggregate_elements_preconditioned,grad_sample_peak_bytes,bk_cache_peak_bytes,bk_temporary_peak_bytes,geometry_build_seconds,geometry_peak_allocated_bytes,geometry_peak_reserved_bytes,private_train_seconds,private_peak_allocated_bytes,private_peak_reserved_bytes,algorithm_seconds,evaluation_seconds,clip_fraction,mean_clip_factor,norm_p50,norm_p90,norm_p99,norm_max,logical_steps,physical_steps,optimizer_steps,noise_events,accountant_steps,C,learning_rate,noise_std,damping,effective_damping,a_power,collect_diagnostics
DP-KFC-A,a_only,synthetic,bk,False,practical,3.0,2.994338991003502,1e-05,0.8184814453125,0.015204383138576668,42,3,0.0005,cuda,67349,202047,872,1024,128,256,16,37,66985530,0.6911758015094868,0.7458854889851747,0.8600917431192661,,,,,,,,,,,,,,,,,,,,,,,,0.26537883281707764,0.7628807425498962,0.03331976383924484,850.1953125,1986.433837890625,3766.19189453125,198,1581,198,198,198,2.0,0.0005,1.636962890625,0.001,0.00101,0.4,True
DP-KFC-A,a_only,synthetic,bk,False,practical,3.0,2.994338991003502,1e-05,0.8184814453125,0.015204383138576668,42,3,0.0005,cuda,67349,202047,872,1024,128,256,16,37,66985530,0.6650976372957424,0.7228017890229906,0.8600917431192661,,,,,,,,,,,,,,,,,,,,,,,,0.26030081510543823,0.7677544355392456,0.03708460554480553,694.042724609375,1678.6905517578125,2918.875,198,1581,198,198,198,2.0,0.0005,1.636962890625,0.003,0.00301,0.4,True
DP-KFC-A,a_only,synthetic,bk,False,practical,3.0,2.994338991003502,1e-05,0.8184814453125,0.015204383138576668,42,3,0.0005,cuda,67349,202047,872,1024,128,256,16,37,66985530,0.6360096587577421,0.6965641386330623,0.8612385321100917,,,,,,,,,,,,,,,,,,,,,,,,0.25437647104263306,0.7733502984046936,0.041332174092531204,536.5592651367188,1345.6256103515625,2333.026611328125,198,1581,198,198,198,2.0,0.0005,1.636962890625,0.01,0.01001,0.4,True
DP-KFC-A,a_only,synthetic,bk,False,practical,3.0,2.994338991003502,1e-05,0.8184814453125,0.015204383138576668,42,3,0.0005,cuda,67349,202047,872,1024,128,256,16,37,66985530,0.6104056756479331,0.6727124704688856,0.8623853211009175,,,,,,,,,,,,,,,,,,,,,,,,0.24946175515651703,0.7784448862075806,0.04520798102021217,415.6625061035156,1072.40966796875,1856.9451904296875,198,1581,198,198,198,2.0,0.0005,1.636962890625,0.03,0.03001,0.4,True
DP-KFC-A,a_only,synthetic,bk,False,practical,3.0,2.994338991003502,1e-05,0.8184814453125,0.015204383138576668,42,3,0.0005,cuda,67349,202047,872,1024,128,256,16,37,66985530,0.5848838459397727,0.6474444183879831,0.8669724770642202,,,,,,,,,,,,,,,,,,,,,,,,0.24430948495864868,0.783707320690155,0.04903244227170944,309.9727478027344,818.6360473632812,1567.9110107421875,198,1581,198,198,198,2.0,0.0005,1.636962890625,0.1,0.10001,0.4,True
