estimator,layer,kron_relative_error,A_relative_error,A_cosine,C_relative_error,C_cosine,C_relative_error_vs_KFLR,scope
KFAC-M-1,conv1,0.6892897382151824,0.7893313543150399,0.8626952056098109,0.6394364098968411,0.9824539048560462,0.10085394233465195,layer_seed_mean
KFAC-M-1,conv2,0.4658871607413268,0.21623728800754305,0.9799087442301068,0.556902050953125,0.9989589307084317,0.10025970886150996,layer_seed_mean
KFAC-M-1,fc1,1.050436269712034,0.8407317137637831,0.5545770866012478,0.7920961444322709,0.9573707250432605,0.1274428591132164,layer_seed_mean
KFAC-M-1,fc2,0.3907971365982775,0.3828639361829216,0.9360964621294872,0.08172890773671886,0.996557577632601,0.06663243348399799,layer_seed_mean
KFAC-M-3,conv1,0.7034553049145901,0.7893313543150399,0.8626952056098109,0.5504919473374859,0.9830010717526808,0.031119084140906732,layer_seed_mean
KFAC-M-3,conv2,0.38755088802892823,0.21623728800754305,0.9799087442301068,0.46192403464576587,0.9985446321140335,0.029028659065564472,layer_seed_mean
KFAC-M-3,fc1,1.0140437068831256,0.8407317137637831,0.5545770866012478,0.7144801862498404,0.9593820033284061,0.04618999486168226,layer_seed_mean
KFAC-M-3,fc2,0.3904290850156049,0.3828639361829216,0.9360964621294872,0.07439415845648704,0.9972140038875974,0.035816568260391556,layer_seed_mean
KFAC-M-9,conv1,0.700665451091426,0.7893313543150399,0.8626952056098109,0.5666035935644326,0.9828803305661027,0.018413299694657326,layer_seed_mean
KFAC-M-9,conv2,0.4015880954122663,0.21623728800754305,0.9799087442301068,0.4804776862608308,0.9986031446027877,0.01666848889241616,layer_seed_mean
KFAC-M-9,fc1,1.020479342275736,0.8407317137637831,0.5545770866012478,0.7304777822659592,0.9593015018532349,0.027687075237433117,layer_seed_mean
KFAC-M-9,fc2,0.39141586376081583,0.3828639361829216,0.9360964621294872,0.07952617847553851,0.9968186634025273,0.024487228443225224,layer_seed_mean
KFAC-U-1,conv1,0.5339113513884748,0.7893313543150399,0.8626952056098109,2.347200226403323,0.9823106529023847,1.1488589644432068,layer_seed_mean
KFAC-U-1,conv2,1.933149353266371,0.21623728800754305,0.9799087442301068,2.2379863624074385,0.9987740148865045,1.159494956334432,layer_seed_mean
