method,seed,epoch,layer,mean,median,p90,p99
M1_full_ghost,2024,1,conv1,0.0006956059369258583,0.0004807874793186784,0.0012095150304958224,0.005147233139723539
M1_full_ghost,2024,1,conv2,0.021806972101330757,0.017206309363245964,0.0413372665643692,0.08103150874376297
M1_full_ghost,2024,1,fc1,0.8639741539955139,0.9074623584747314,0.9352221488952637,0.9517038464546204
M1_full_ghost,2024,1,fc2,0.11352332681417465,0.07136747241020203,0.11388848721981049,0.7581822276115417
M1_full_ghost,2024,2,conv1,0.044282007962465286,0.034929729998111725,0.0904475674033165,0.1440277248620987
M1_full_ghost,2024,2,conv2,0.25246214866638184,0.2391260862350464,0.41157782077789307,0.5282396078109741
M1_full_ghost,2024,2,fc1,0.6054096817970276,0.6196956634521484,0.729720950126648,0.7981977462768555
M1_full_ghost,2024,2,fc2,0.0978461503982544,0.024598650634288788,0.234909325838089,0.35537955164909363
M1_full_ghost,2024,3,conv1,0.061554521322250366,0.04971045255661011,0.12391214072704315,0.2047768235206604
M1_full_ghost,2024,3,conv2,0.25282925367355347,0.25065508484840393,0.38350221514701843,0.4950409233570099
M1_full_ghost,2024,3,fc1,0.5428175926208496,0.5745589137077332,0.688104510307312,0.7458829879760742
M1_full_ghost,2024,3,fc2,0.14278197288513184,0.10275046527385712,0.28956592082977295,0.8570117354393005
M1_full_ghost,2024,4,conv1,0.05882663652300835,0.04664381220936775,0.11643070727586746,0.19562990963459015
M1_full_ghost,2024,4,conv2,0.2605040371417999,0.2534664273262024,0.3883611261844635,0.4710138440132141
M1_full_ghost,2024,4,fc1,0.5381821393966675,0.5699372887611389,0.6659276485443115,0.7271473407745361
M1_full_ghost,2024,4,fc2,0.1423870325088501,0.10288243740797043,0.26208895444869995,0.8619199395179749
M1_full_ghost,2024,5,conv1,0.05532817170023918,0.04254881292581558,0.11255721747875214,0.18864965438842773
M1_full_ghost,2024,5,conv2,0.26288846135139465,0.25896716117858887,0.3882191479206085,0.49153029918670654
M1_full_ghost,2024,5,fc1,0.5306481122970581,0.5536702871322632,0.6611201763153076,0.7295133471488953
M1_full_ghost,2024,5,fc2,0.15098506212234497,0.09863646328449249,0.3963155150413513,0.8102390766143799
