method,n_seeds,train_loss_mean,train_loss_sample_std,test_loss_mean,test_loss_sample_std,test_accuracy_mean,test_accuracy_sample_std,best_accuracy_mean,best_accuracy_sample_std,accuracy_auc_mean,accuracy_auc_sample_std,clip_fraction_mean,clip_fraction_sample_std,mean_clip_factor_mean,mean_clip_factor_sample_std,transformed_norm_p50_mean,transformed_norm_p50_sample_std,transformed_norm_p90_mean,transformed_norm_p90_sample_std,transformed_norm_p99_mean,transformed_norm_p99_sample_std,transformed_norm_max_mean,transformed_norm_max_sample_std,algorithm_seconds_mean,algorithm_seconds_sample_std,logical_steps_per_second_mean,logical_steps_per_second_sample_std,samples_per_second_mean,samples_per_second_sample_std
dp_kfc,1,2.307827353477478,,2.238497257232666,,0.11328125,,0.11328125,,0.0,,1.0,,0.0028130814898759,,375.2992248535156,,606.9102783203125,,721.2738647460938,,867.41162109375,,2.012952353805304,,2.124105782242752,,543.7710802541445,
dp_kfc_a_bk,1,2.307474136352539,,2.250140428543091,,0.11328125,,0.11328125,,0.0,,1.0,,0.0527688600122928,,20.41646957397461,,32.88263702392578,,39.05409240722656,,43.390602111816406,,2.0207219468429685,,1.6825140111294898,,430.7235868491494,
dp_sgd,1,2.306536912918091,,2.2530593872070312,,0.109375,,0.109375,,0.0,,1.0,,0.1017520874738693,,10.611095428466797,,16.76179313659668,,21.06725311279297,,22.82381248474121,,1.599458584561944,,1.250423123989644,,320.10831974134885,
