method,seed,epoch,train_loss,test_loss,test_accuracy,best_accuracy,accuracy_auc,noise_multiplier,epsilon,accountant_steps,logical_steps,samples,clip_fraction,mean_clip_factor,transformed_norm_p50,transformed_norm_p90,transformed_norm_p99,transformed_norm_max,builder_seconds,private_train_seconds,algorithm_seconds,logical_steps_per_second,samples_per_second,preconditioner_build_seconds,logical_batch_size,physical_batch_size,accumulation_steps,backward_calls,optimizer_steps,noise_events,bk_cache_bytes,temporary_per_sample_grad_bytes,fallback_temporary_grad_bytes,cache_empty_after_step,layer_strategies,parameters_finite,parameters_updated,preconditioned_layers,identity_geometry_layers,cuda_peak_allocated_bytes,cuda_peak_reserved_bytes,builder_forward_calls,builder_logical_batches,builder_vjp_calls,builder_reverse_vectors,builder_samples,operator_state_bytes,group_norm_ffn,group_norm_patch_head,group_norm_attention_out,group_norm_attention_qkv,group_norm_identity,layer_norm_patch_embed,layer_norm_blocks_0_attn_q_proj,layer_norm_blocks_0_attn_k_proj,layer_norm_blocks_0_attn_v_proj,layer_norm_blocks_0_attn_out_proj,layer_norm_blocks_0_ffn,layer_norm_blocks_1_attn_q_proj,layer_norm_blocks_1_attn_k_proj,layer_norm_blocks_1_attn_v_proj,layer_norm_blocks_1_attn_out_proj,layer_norm_blocks_1_ffn,layer_norm_head,layer_norm_blocks_0_norm1,layer_norm_blocks_0_norm2,layer_norm_blocks_1_norm1,layer_norm_blocks_1_norm2,layer_norm_norm,layer_norm_pos_embed,m_p,m_reference,scale_match,operator_gain_p10,operator_gain_p50,operator_gain_p90,operator_gain_p99,transformed_eig_p10,transformed_eig_p50,transformed_eig_p90,transformed_eig_p99,transformed_condition_proxy
dp_kfc,42,1,2.307827353477478,2.238497257232666,0.11328125,0.11328125,0.0,0.0,inf,2,2,512,1.0,0.0028130814898759,375.2992248535156,606.9102783203125,721.2738647460938,867.41162109375,1.0713796615600586,0.941572692245245,2.012952353805304,2.124105782242752,543.7710802541445,1.0713796615600586,256,32,8,16,2,2,4881664,180736,0,True,"{'patch_embed': 'bk_ghost', 'blocks.0.attn.q_proj': 'bk_ghost', 'blocks.0.attn.k_proj': 'bk_ghost', 'blocks.0.attn.v_proj': 'bk_ghost', 'blocks.0.attn.out_proj': 'bk_ghost', 'blocks.0.ffn': 'bk_ghost', 'blocks.1.attn.q_proj': 'bk_ghost', 'blocks.1.attn.k_proj': 'bk_ghost', 'blocks.1.attn.v_proj': 'bk_ghost', 'blocks.1.attn.out_proj': 'bk_ghost', 'blocks.1.ffn': 'bk_ghost', 'head': 'bk_ghost', 'blocks.0.norm1': 'identity_analytic', 'blocks.0.norm2': 'identity_analytic', 'blocks.1.norm1': 'identity_analytic', 'blocks.1.norm2': 'identity_analytic', 'norm': 'identity_analytic', 'pos_embed': 'identity_direct'}",True,True,"['blocks.0.attn.k_proj', 'blocks.0.attn.out_proj', 'blocks.0.attn.q_proj', 'blocks.0.attn.v_proj', 'blocks.0.ffn', 'blocks.1.attn.k_proj', 'blocks.1.attn.out_proj', 'blocks.1.attn.q_proj', 'blocks.1.attn.v_proj', 'blocks.1.ffn', 'head', 'patch_embed']","['blocks.0.norm1', 'blocks.0.norm2', 'blocks.1.norm1', 'blocks.1.norm2', 'norm', 'pos_embed']",53948928,92274688,80,10,80,2560,2560,515520,147.87313842773438,134.87037658691406,363.1517333984375,103.48385620117188,1.2491263151168823,115.65516662597656,10.25390338897705,8.731417655944824,40.88748550415039,274.78765869140625,95.36292266845705,11.211141586303713,10.27634048461914,92.86790466308594,237.4255523681641,113.0149383544922,69.38227844238281,0.568824827671051,0.5178874135017395,0.3336446583271026,0.3752119243144989,0.6476952433586121,0.5449179410934448,,,,,,,,,,,,
dp_kfc_a_bk,42,1,2.307474136352539,2.250140428543091,0.11328125,0.11328125,0.0,0.0,inf,2,2,512,1.0,0.0527688600122928,20.41646957397461,32.88263702392578,39.05409240722656,43.390602111816406,0.8320245649665594,1.188697381876409,2.0207219468429685,1.6825140111294898,430.7235868491494,0.8320245649665594,256,32,8,16,2,2,4619520,180736,0,True,"{'patch_embed': 'bk_ghost', 'blocks.0.attn.q_proj': 'bk_ghost', 'blocks.0.attn.k_proj': 'bk_ghost', 'blocks.0.attn.v_proj': 'bk_ghost', 'blocks.0.attn.out_proj': 'bk_ghost', 'blocks.0.ffn': 'bk_ghost', 'blocks.1.attn.q_proj': 'bk_ghost', 'blocks.1.attn.k_proj': 'bk_ghost', 'blocks.1.attn.v_proj': 'bk_ghost', 'blocks.1.attn.out_proj': 'bk_ghost', 'blocks.1.ffn': 'bk_ghost', 'head': 'bk_ghost', 'blocks.0.norm1': 'identity_analytic', 'blocks.0.norm2': 'identity_analytic', 'blocks.1.norm1': 'identity_analytic', 'blocks.1.norm2': 'identity_analytic', 'norm': 'identity_analytic', 'pos_embed': 'identity_direct'}",True,True,"['blocks.0.attn.k_proj', 'blocks.0.attn.out_proj', 'blocks.0.attn.q_proj', 'blocks.0.attn.v_proj', 'blocks.0.ffn', 'blocks.1.attn.k_proj', 'blocks.1.attn.out_proj', 'blocks.1.attn.q_proj', 'blocks.1.attn.v_proj', 'blocks.1.ffn', 'head', 'patch_embed']","['blocks.0.norm1', 'blocks.0.norm2', 'blocks.1.norm1', 'blocks.1.norm2', 'norm', 'pos_embed']",53948928,92274688,80,10,0,0,2560,334904,5.278754711151123,17.467348098754883,13.724420547485352,3.288849115371704,1.2436398267745972,7.8850555419921875,0.3741647899150848,0.3274065256118774,1.940953254699707,11.92304515838623,3.8842544555664062,0.2927891910076141,0.2745819985866546,2.5769968032836914,6.797110557556152,3.5746073722839355,15.586345672607422,0.5648260116577148,0.5141766667366028,0.3320731520652771,0.3738203346729278,0.6471882462501526,0.54255610704422,40662.45510202918,52681.8120446868,1.1382392409614712,0.8904553983107644,2.2546249774291365,7.336118993868943,16.686478823084254,0.4565157157287617,0.9154652787524256,1.4640057540399447,1.875057646827121,3.2069120593206084
dp_sgd,42,1,2.306536912918091,2.2530593872070312,0.109375,0.109375,0.0,0.0,inf,2,2,512,1.0,0.1017520874738693,10.611095428466797,16.76179313659668,21.06725311279297,22.82381248474121,0.0,1.599458584561944,1.599458584561944,1.250423123989644,320.10831974134885,0.0,256,32,8,16,2,2,4619520,180736,0,True,"{'patch_embed': 'bk_ghost', 'blocks.0.attn.q_proj': 'bk_ghost', 'blocks.0.attn.k_proj': 'bk_ghost', 'blocks.0.attn.v_proj': 'bk_ghost', 'blocks.0.attn.out_proj': 'bk_ghost', 'blocks.0.ffn': 'bk_ghost', 'blocks.1.attn.q_proj': 'bk_ghost', 'blocks.1.attn.k_proj': 'bk_ghost', 'blocks.1.attn.v_proj': 'bk_ghost', 'blocks.1.attn.out_proj': 'bk_ghost', 'blocks.1.ffn': 'bk_ghost', 'head': 'bk_ghost', 'blocks.0.norm1': 'identity_analytic', 'blocks.0.norm2': 'identity_analytic', 'blocks.1.norm1': 'identity_analytic', 'blocks.1.norm2': 'identity_analytic', 'norm': 'identity_analytic', 'pos_embed': 'identity_direct'}",True,True,[],"['blocks.0.attn.k_proj', 'blocks.0.attn.out_proj', 'blocks.0.attn.q_proj', 'blocks.0.attn.v_proj', 'blocks.0.ffn', 'blocks.0.norm1', 'blocks.0.norm2', 'blocks.1.attn.k_proj', 'blocks.1.attn.out_proj', 'blocks.1.attn.q_proj', 'blocks.1.attn.v_proj', 'blocks.1.ffn', 'blocks.1.norm1', 'blocks.1.norm2', 'head', 'norm', 'patch_embed', 'pos_embed']",26951168,29360128,0,0,0,0,0,0,4.274547100067139,9.654558181762695,4.246645450592041,3.0814685821533203,1.235910415649414,8.454634666442871,0.449179470539093,0.4239262044429779,2.405114889144897,3.561592102050781,3.3779704570770264,0.214255154132843,0.2297926396131515,1.7974106073379517,2.312802791595459,2.6193647384643555,4.661508083343506,0.5596188306808472,0.5093395709991455,0.3299649059772491,0.3716181516647339,0.6476309299468994,0.5370957255363464,,,,,,,,,,,,
