epoch,step,train_loss,test_loss,test_accuracy,epsilon_spent
1,234,0.8764732966565678,0.547911754488945,0.896,0.7861127240333559
2,468,0.5690800443801105,0.47277540496587755,0.935,0.8385078418579571
3,702,0.49632376184066135,0.4254521215938032,0.9436,0.8909029596825585
4,936,0.4544154077004164,0.39282802452454346,0.9468,0.9432980775071597
5,1170,0.40722043723122686,0.37259291815161705,0.9505,0.995693195331761
