p,seed,epoch,layer,mean,median,p90,p99
0.25,7,1,conv1,0.001043572905473411,0.000714167661499232,0.0019878330640494823,0.00668351911008358
0.25,7,1,conv2,0.013998777605593204,0.010990483686327934,0.02583446353673935,0.04679083824157715
0.25,7,1,fc1,0.4980069100856781,0.4851023554801941,0.5815859436988831,0.7826292514801025
0.25,7,1,fc2,0.48695072531700134,0.5018923282623291,0.5677111744880676,0.6219403147697449
0.25,7,2,conv1,0.012416727840900421,0.0111277736723423,0.020584184676408768,0.03237345442175865
0.25,7,2,conv2,0.07659190893173218,0.07435280084609985,0.10013396292924881,0.13939149677753448
0.25,7,2,fc1,0.666602611541748,0.6667860150337219,0.7062352895736694,0.7380998134613037
0.25,7,2,fc2,0.24438872933387756,0.24256283044815063,0.2911559045314789,0.33739957213401794
0.25,7,3,conv1,0.01715288870036602,0.015163417905569077,0.029034355655312538,0.0427241213619709
0.25,7,3,conv2,0.1039397194981575,0.10092382878065109,0.13581737875938416,0.16349934041500092
0.25,7,3,fc1,0.6372151374816895,0.638617992401123,0.6867089867591858,0.7176470160484314
0.25,7,3,fc2,0.24169227480888367,0.23516149818897247,0.3029344379901886,0.365734338760376
0.25,7,4,conv1,0.02138412557542324,0.01850239187479019,0.036668241024017334,0.05957348644733429
0.25,7,4,conv2,0.12612421810626984,0.12294928729534149,0.1597154438495636,0.18904252350330353
0.25,7,4,fc1,0.617384672164917,0.6218115091323853,0.6711994409561157,0.7027615904808044
0.25,7,4,fc2,0.23510701954364777,0.2265949696302414,0.30702459812164307,0.38208484649658203
0.25,7,5,conv1,0.02673734724521637,0.022849179804325104,0.04551193118095398,0.07844824343919754
0.25,7,5,conv2,0.14409072697162628,0.14251405000686646,0.17634811997413635,0.20682589709758759
0.25,7,5,fc1,0.5869219303131104,0.5922064781188965,0.646764874458313,0.6800071001052856
0.25,7,5,fc2,0.2422499805688858,0.2332434356212616,0.3218028247356415,0.40513646602630615
