p,seed,epoch,layer,mean,median,p90,p99
1.0,123,1,conv1,8.003708899195772e-06,5.346113539417274e-06,1.678903390711639e-05,4.6105786168482155e-05
1.0,123,1,conv2,0.008391658775508404,0.006532031577080488,0.01685594767332077,0.03193691372871399
1.0,123,1,fc1,0.5406278371810913,0.5388588309288025,0.6576900482177734,0.7616389989852905
1.0,123,1,fc2,0.45097246766090393,0.4535398483276367,0.5702592730522156,0.6538940072059631
1.0,123,2,conv1,5.752795914304443e-05,4.560944944387302e-05,0.00010381089668953791,0.00022031973639968783
1.0,123,2,conv2,0.02647002972662449,0.022383039817214012,0.0398525595664978,0.08773297071456909
1.0,123,2,fc1,0.8569662570953369,0.8682660460472107,0.9109283685684204,0.9369033575057983
1.0,123,2,fc2,0.1165061667561531,0.10420925915241241,0.1947750747203827,0.27672791481018066
1.0,123,3,conv1,9.006749314721674e-05,7.341656601056457e-05,0.00015904713654890656,0.0003219204372726381
1.0,123,3,conv2,0.03961631655693054,0.03633463382720947,0.05650772526860237,0.0959768071770668
1.0,123,3,fc1,0.7538954019546509,0.7750787734985352,0.8690700531005859,0.914844810962677
1.0,123,3,fc2,0.20639821887016296,0.1859300136566162,0.36428102850914,0.5029619336128235
1.0,123,4,conv1,8.551443897886202e-05,7.143430411815643e-05,0.0001470722199883312,0.00029336943407543004
1.0,123,4,conv2,0.032660339027643204,0.028866693377494812,0.049162834882736206,0.09423226118087769
1.0,123,4,fc1,0.6757286787033081,0.676619827747345,0.8172392845153809,0.8876631259918213
1.0,123,4,fc2,0.2915254533290863,0.2913130223751068,0.4357866644859314,0.5361571311950684
1.0,123,5,conv1,0.0002251128462376073,0.00020007786224596202,0.0003637880727183074,0.0006147325038909912
1.0,123,5,conv2,0.07288317382335663,0.06889485567808151,0.10129670053720474,0.14275015890598297
1.0,123,5,fc1,0.6869106888771057,0.6932849884033203,0.791799008846283,0.8694775104522705
1.0,123,5,fc2,0.23998099565505981,0.2327023595571518,0.3676427900791168,0.48152822256088257
