estimator,label_seed,layer,floored_condition_number,floored_log_eigenvalue_spread,A_effective_rank,A_dim,C_effective_rank,C_dim,spectral_floor_ratio
KFLR,-1,conv1,484.3864129338764,1.2857472754868318,10,10,16,16,1e-07
KFLR,-1,conv2,643084052940.9015,6.122516028457575,145,145,18,32,1e-07
KFLR,-1,fc1,100000000000000.02,6.680192104649386,451,1569,98,128,1e-07
KFLR,-1,fc2,843842380206.9146,5.774015058296732,97,129,10,10,1e-07
KFAC-M-3,1,conv1,483.50068223862735,1.2851443637079862,10,10,16,16,1e-07
KFAC-M-3,1,conv2,643084052940.9014,6.1243061528788,145,145,18,32,1e-07
KFAC-M-3,1,fc1,100000000000000.02,6.6820981422095995,451,1569,98,128,1e-07
KFAC-M-3,1,fc2,866015258634.3628,5.774014709320813,97,129,10,10,1e-07
KFAC-M-3,0,conv1,485.2625509088368,1.2858525704471842,10,10,16,16,1e-07
KFAC-M-3,0,conv2,643084052940.9015,6.12256134492281,145,145,18,32,1e-07
KFAC-M-3,0,fc1,100000000000000.02,6.67137248813455,451,1569,98,128,1e-07
KFAC-M-3,0,fc2,832834530349.099,5.772340783318827,97,129,10,10,1e-07
KFAC-U-3,0,conv1,280.52358983526375,1.1842436539561092,10,10,16,16,1e-07
KFAC-U-3,0,conv2,643084052940.9014,6.257525949096761,145,145,18,32,1e-07
KFAC-U-3,0,fc1,100000000000000.02,6.613079871262289,451,1569,98,128,1e-07
KFAC-U-3,0,fc2,303611674598.12714,5.628463993633362,97,129,10,10,1e-07
KFAC-U-9,2,conv1,279.6143035035487,1.1844551082938093,10,10,16,16,1e-07
KFAC-U-9,2,conv2,643084052940.9014,6.256651620776903,145,145,18,32,1e-07
KFAC-U-9,2,fc1,100000000000000.03,6.6169946450006645,451,1569,98,128,1e-07
KFAC-U-9,2,fc2,289585099455.2498,5.626374657706135,97,129,10,10,1e-07
KFAC-U-3,1,conv1,281.5455667751073,1.1857561772951362,10,10,16,16,1e-07
KFAC-U-3,1,conv2,643084052940.9015,6.25628864652244,145,145,18,32,1e-07
KFAC-U-3,1,fc1,100000000000000.02,6.612861383269886,451,1569,98,128,1e-07
KFAC-U-3,1,fc2,287117370983.83545,5.626361178401773,97,129,10,10,1e-07
KFAC-M-3,2,conv1,483.8964905867232,1.2857530345683075,10,10,16,16,1e-07
KFAC-M-3,2,conv2,643084052940.9014,6.122196020221766,145,145,18,32,1e-07
KFAC-M-3,2,fc1,100000000000000.02,6.677605354050559,451,1569,98,128,1e-07
KFAC-M-3,2,fc2,888155649054.6101,5.774941011538284,97,129,10,10,1e-07
KFAC-M-9,1,conv1,486.273177136286,1.2864956241536818,10,10,16,16,1e-07
KFAC-M-9,1,conv2,643084052940.9015,6.119963894038027,145,145,18,32,1e-07
KFAC-M-9,1,fc1,100000000000000.02,6.679090439246246,451,1569,98,128,1e-07
KFAC-M-9,1,fc2,863391348518.6826,5.77418441706753,97,129,10,10,1e-07
KFAC-U-3,2,conv1,277.6474617989741,1.1831080352046333,10,10,16,16,1e-07
KFAC-U-3,2,conv2,643084052940.9014,6.255847362225555,145,145,18,32,1e-07
KFAC-U-3,2,fc1,100000000000000.02,6.616231879830149,451,1569,98,128,1e-07
