epoch,step,train_loss,test_loss,test_accuracy,epsilon_spent,clip_fraction,preclip_norm_mean,preclip_norm_p90,preclip_norm_p99,powell_rate,modified_rate,damping_trigger_rate
1,234,0.7394805127738887,0.5305449472904206,0.8939,0.7861127240333559,0.5711471688034188,28.757790390242878,110.62214692433675,202.27606696348923,0.0,0.5,0.25
2,468,0.5390661351828494,0.4817890170395374,0.9197,0.8385078418579571,0.2651909722222222,20.33410553646903,83.0546877078521,228.64634469839243,0.25,0.6875,0.46875
3,702,0.4772395980663789,0.416031023645401,0.9282,0.8909029596825585,0.20988581730769232,18.476576703226463,56.022211680045494,246.6057417127821,0.3333333333333333,0.775,0.5541666666666667
4,936,0.4258814917670356,0.3747800890588667,0.9381,0.9432980775071597,0.18264222756410256,16.893934070554554,34.712102646501656,251.4994379027277,0.375,0.83125,0.603125
5,1170,0.40085118636488914,0.37068089344669136,0.9422,0.995693195331761,0.15918803418803418,16.169341886145435,22.225342377638206,265.38032296987683,0.4,0.865,0.6325000000000001
