epoch,step,train_loss,test_loss,test_accuracy,epsilon_spent
1,234,0.7340879605876075,0.49635923253893854,0.9117,0.7861127240333559
2,468,0.47607756272340435,0.40166446388959887,0.9382,0.8385078418579571
3,702,0.3869673919219237,0.30689382599666715,0.9494,0.8909029596825585
4,936,0.3252498041360806,0.26599243562537306,0.956,0.9432980775071597
5,1170,0.3014136471936845,0.28233554470431993,0.9565,0.995693195331761
