epoch,private_step,layer,side,dimension,F_lambda_min,F_lambda_median,F_lambda_max,F_trace,F_frobenius_norm,F_effective_rank,B_lambda_min,B_lambda_median,B_lambda_max,B_trace,B_frobenius_norm,B_effective_rank,condition_F,condition_B,matrix_cosine,optimal_scale,shape_error,normalized_commutator,top_k,top_k_overlap,generalized_lambda_min,generalized_lambda_median,generalized_lambda_max,generalized_condition,generalized_log10_width
1,0,conv1,A,10,0.04460248540305257,0.10816961949197096,1.1621870174258797,3.150156549674889,1.587978329146726,5.4223808329810925,0.9998297436140591,0.9999999999999998,1.1002003503942148,10.100019429434706,3.1953214233045344,9.995682335670189,25.507096973885933,1.1003876984268828,0.640544344027201,0.31833121067387443,0.7679211830225566,0.0010416540338536583,10,1.0000000000000002,0.8597080605111738,9.253518438113073,21.92862876617806,25.507064285450017,1.406660476720445
1,0,conv1,G,2,2.269281182384411e-06,3.975177389777308e-06,5.681073597170206e-06,7.950354779554617e-06,6.117534985693862e-06,1.818496789676344,0.057082963855824384,1.902394625618202,3.7477062873805798,3.804789251236404,3.7481409900421965,1.0810088708110037,1.0034040676281735,65.6536737799081,0.9153716146565707,1.4940254095163078e-06,0.402609993766949,0.1413003626754746,2,1.0000000000000002,56.94707452093592,1891.9587500256894,3726.9704255304428,65.44621399577368,1.8158845280708547
1,0,conv2,A,19,0.006800849397135978,0.01310335165755342,2.2055582346929934,3.096472528499267,2.2365068731404087,3.3649011840461376,0.8617833688886386,0.9999999999999997,2.5357962157326197,20.397451224787872,4.916571602052206,18.28390000230585,282.8612786068033,2.942498436704341,0.5755576337677389,0.26181630371714254,0.8177612183343507,0.0784022738599497,10,0.5421635036767796,1.052359232814445,70.9035169358382,128.19114791644222,121.81310708284083,2.085694020870693
1,0,conv2,G,2,7.225180653250591e-05,7.565436637078487e-05,7.905692620906383e-05,0.00015130873274156974,0.00010709958510113859,1.9979775845289058,0.09984525376752566,0.32609947188618593,0.5523536900048462,0.652198943772372,0.5613053300672206,1.5342352971055735,1.006346568627909,5.5320976126808885,0.8022749922402748,0.0001530776819733079,0.5969546354840265,0.025040744803479103,2,0.9999999999999999,92.61103763401401,303.6475921558502,514.6841466776864,5.557481697933747,0.7448780411417042
1,0,fc1,A,99,-7.617427648566243e-17,5.286236380261015e-18,2.7680383784850555,3.3088400321991553,2.7716328006516258,2.495810681397871,0.6154313677261212,0.9999999999999999,4.111084007393817,101.69638609344281,10.68739584610175,96.35822267869356,2769.038378485266,6.680004015042875,0.3619294297986568,0.09386154434590281,0.9322054965755238,0.149638713624271,10,0.2803347019401959,0.8519237317466285,999.9999999999944,1000.0000000000769,1173.813996177639,3.069599283595068
1,0,fc1,G,8,-1.6769563131723316e-18,0.0006479015414422357,0.056414591892644445,0.09638109063597507,0.06420289821186427,2.6183684268777188,0.04065601181355495,0.9999999999999988,1.1126636975611475,6.365650201306032,2.4921347935771916,6.792489587374063,57.414591892644545,27.367753203726167,0.2252057419633822,0.005801797465075417,0.9743112304529403,0.18813416319721885,8,0.9999999999999996,0.999540182335586,676.5698173127771,999.9999999999991,1000.4600291939627,3.0001997422003526
1,0,fc2,A,9,-2.6144748404229215e-17,1.3410060358589136e-11,1.0198885636434494,1.0243569650233675,1.0198926096208325,1.0328871964531796,0.9953993401033069,0.9999999999999999,1.126687669680344,9.121852581957477,3.042988029973152,8.993199289531638,1020.888563643476,1.1318951342316657,0.37017394930166314,0.12406807764217657,0.9289624573998724,0.011229360271907698,9,1.0,1.0985232605201714,999.9999865869875,1000.0000000000261,910.3129955814567,2.959190742741111
1,0,fc2,G,10,1.9999707415879322e-16,0.10844460628876423,0.20072174439380253,0.9135540106785371,0.3546631729428957,7.128921816599059,0.1083769554423568,1.0000000000000007,1.0167740810749957,7.616954290989307,2.6830713224820624,8.513293956281272,201.72174439376218,9.381829162157949,0.6522555007448342,0.08621873131930755,0.7579991832107116,0.10175334084318029,10,0.9999999999999997,0.7370493381890147,8.615459898955004,986.2819945294641,1338.1492166492308,3.1265045441897255
2,2,conv1,A,10,0.040072077902594344,0.10098924428987932,1.2037214540962726,3.1414312106077054,1.6142853101304024,5.2352377537036645,0.9990214936268311,0.999999982902265,1.1010620821479098,10.100236344129915,3.1954166075321835,9.995602284906942,29.33188471626305,1.1021405336842476,0.6284743915695585,0.3174975606349516,0.7778302765650569,0.0023360978682152775,10,1.0000000000000007,0.8303601027684817,9.909561187395433,24.347361958385658,29.32144966648778,1.4671854382266813
2,2,conv1,G,2,0.697948448359782,0.9847907470761839,1.2716330457925857,1.9695814941523675,1.450580104551126,1.9157443652896136,0.09999741159358413,0.2127065157928923,0.3254156199922004,0.4254130315857846,0.3404332652082121,1.7251568788350553,1.8207824179008707,3.254240432890157,0.7183979290920329,3.0610808331385573,0.6956323852986422,0.02252171720015282,2,1.0,0.07868496732392632,0.2718072018351554,0.4649294363463844,5.9087453697780195,0.7714952749884583
