method,n_seeds,train_loss_mean,train_loss_sample_std,test_loss_mean,test_loss_sample_std,test_accuracy_mean,test_accuracy_sample_std,best_accuracy_mean,best_accuracy_sample_std,accuracy_auc_mean,accuracy_auc_sample_std,clip_fraction_mean,clip_fraction_sample_std,mean_clip_factor_mean,mean_clip_factor_sample_std,transformed_norm_p50_mean,transformed_norm_p50_sample_std,transformed_norm_p90_mean,transformed_norm_p90_sample_std,transformed_norm_p99_mean,transformed_norm_p99_sample_std,transformed_norm_max_mean,transformed_norm_max_sample_std,algorithm_seconds_mean,algorithm_seconds_sample_std,logical_steps_per_second_mean,logical_steps_per_second_sample_std,samples_per_second_mean,samples_per_second_sample_std
dp_kfc,1,4.219058513641357,,3.67741584777832,,0.09765625,,0.09765625,,0.0,,1.0,,0.0010584847768768,,1200.600830078125,,1508.04248046875,,1677.245849609375,,1792.44140625,,2.089318606071174,,2.3689935833883364,,606.4623573474141,
dp_kfc_a_bk,1,4.208361625671387,,3.6313421726226807,,0.09765625,,0.09765625,,0.0,,1.0,,0.0039107282646,,314.0910949707031,,376.2666015625,,408.4845275878906,,426.8229064941406,,2.248316998593509,,2.21155102731179,,566.1570629918183,
dp_sgd,1,4.1911396980285645,,3.5687255859375,,0.11328125,,0.11328125,,0.0,,1.0,,0.0187353771179914,,66.20919799804688,,76.84846496582031,,82.33545684814453,,86.57398986816406,,1.0453921966254711,,1.9131575751722707,,489.7683392441013,
