epoch,step,train_loss,test_loss,test_accuracy,epsilon_spent,clip_fraction,preclip_norm_mean,preclip_norm_p90,preclip_norm_p99,powell_rate,modified_rate,damping_trigger_rate
1,234,0.7266642443644695,0.5108985189676285,0.8942,0.7861127240333559,0.5637853899572649,24.996376557227894,96.46080469270038,174.30097261657062,0.0,0.975,0.4875
2,468,0.514248883877045,0.4502215523421764,0.921,0.8385078418579571,0.26238648504273504,17.326864972073807,70.46020263280624,193.60245787791717,0.25,0.9625,0.60625
3,702,0.45296711582913357,0.3908731250286102,0.9308,0.8909029596825585,0.20798277243589744,15.796023735633263,46.76805302831862,212.13027758476062,0.3333333333333333,0.95,0.6416666666666666
4,936,0.4043807055896673,0.35588089678445833,0.9412,0.9432980775071597,0.18035523504273504,14.402403676611746,28.8843696066457,216.11856118226663,0.375,0.9625,0.66875
5,1170,0.38156417088630873,0.3570674290406285,0.9425,0.995693195331761,0.15745192307692307,13.79264563984341,19.741430830242287,227.90050278362045,0.4,0.965,0.6825
