checkpoint_path,seed,step,epoch,train_loss,test_accuracy,mean_max_probability,mean_prediction_entropy,normalized_entropy,mean_kl_to_uniform
exp12/checkpoints/smoke/sgd_seed42_step000000.pt,42,0,0.0,2.316786289215088,0.125,0.1077552505069728,2.3013327629943854,0.9994561199916255,0.0012523299996605175
exp12/checkpoints/smoke/sgd_seed42_final.pt,42,2,0.00851063829787234,2.1400723457336426,0.484375,0.13221406108443978,2.2847956238107967,0.9922741316977269,0.017789469183249196
