p,seed,epoch,layer,mean,median,p90,p99
0.25,3407,1,conv1,0.0009488582727499306,0.0006724854465574026,0.0017596608959138393,0.0057836114428937435
0.25,3407,1,conv2,0.013905053026974201,0.010749677196145058,0.02578168921172619,0.049708638340234756
0.25,3407,1,fc1,0.536228358745575,0.5225115418434143,0.6211567521095276,0.8166553378105164
0.25,3407,1,fc2,0.4489177167415619,0.46578094363212585,0.5312066674232483,0.5764171481132507
0.25,3407,2,conv1,0.011659991927444935,0.010414674878120422,0.019065989181399345,0.030127568170428276
0.25,3407,2,conv2,0.0726451724767685,0.06991667300462723,0.0943027064204216,0.13274133205413818
0.25,3407,2,fc1,0.6071797013282776,0.604192852973938,0.6675532460212708,0.7166759371757507
0.25,3407,2,fc2,0.3085152208805084,0.3098236918449402,0.37583622336387634,0.4319217801094055
0.25,3407,3,conv1,0.01799261011183262,0.016220372170209885,0.029544580727815628,0.04279112443327904
0.25,3407,3,conv2,0.09972833096981049,0.09760992228984833,0.12474127113819122,0.1539497673511505
0.25,3407,3,fc1,0.6432904601097107,0.6448047757148743,0.6876173615455627,0.7167801856994629
0.25,3407,3,fc2,0.23898860812187195,0.2367756962776184,0.2873770594596863,0.34103479981422424
0.25,3407,4,conv1,0.021127264946699142,0.01878553442656994,0.035365231335163116,0.0552799329161644
0.25,3407,4,conv2,0.11619795858860016,0.11354640126228333,0.14566244184970856,0.17785005271434784
0.25,3407,4,fc1,0.6354395747184753,0.6368120908737183,0.6855199337005615,0.7160289287567139
0.25,3407,4,fc2,0.22723519802093506,0.2234097570180893,0.2819805443286896,0.3419848382472992
0.25,3407,5,conv1,0.023503225296735764,0.019871186465024948,0.040588557720184326,0.0656384751200676
0.25,3407,5,conv2,0.13322089612483978,0.12993425130844116,0.16678880155086517,0.20339322090148926
0.25,3407,5,fc1,0.6092953085899353,0.6112467050552368,0.6569863557815552,0.6896125674247742
0.25,3407,5,fc2,0.23398058116436005,0.22748222947120667,0.2948344349861145,0.3780117332935333
