p,seed,epoch,layer,mean,median,p90,p99
1.0,7,1,conv1,9.909352229442447e-06,6.834688520029886e-06,2.1401130652520806e-05,5.1161401643184945e-05
1.0,7,1,conv2,0.011146915145218372,0.0077314963564276695,0.024496695026755333,0.05012724921107292
1.0,7,1,fc1,0.5752026438713074,0.5768989324569702,0.6861538887023926,0.7591120004653931
1.0,7,1,fc2,0.4136405289173126,0.4135773777961731,0.5336939096450806,0.6291443109512329
1.0,7,2,conv1,0.00015520612942054868,0.0001336574787274003,0.0002692886919248849,0.0004730534856207669
1.0,7,2,conv2,0.04014336317777634,0.036430224776268005,0.06101424992084503,0.10152433067560196
1.0,7,2,fc1,0.6802701354026794,0.6998814344406128,0.8404239416122437,0.8879142999649048
1.0,7,2,fc2,0.2794313430786133,0.2578498125076294,0.47422194480895996,0.6131957769393921
1.0,7,3,conv1,0.00025356182595714927,0.00021973205730319023,0.0004380121536087245,0.0007430924451909959
1.0,7,3,conv2,0.05484289303421974,0.05154619365930557,0.07787617295980453,0.11537626385688782
1.0,7,3,fc1,0.65174400806427,0.6530081033706665,0.772071361541748,0.8395419716835022
1.0,7,3,fc2,0.29315951466560364,0.29079490900039673,0.4198865592479706,0.5225009918212891
1.0,7,4,conv1,0.00021301220112945884,0.0001783848856575787,0.00038491503801196814,0.0006739600212313235
1.0,7,4,conv2,0.0437784343957901,0.041326068341732025,0.06386367976665497,0.09013058245182037
1.0,7,4,fc1,0.5472663640975952,0.5380901098251343,0.7236953377723694,0.8361043334007263
1.0,7,4,fc2,0.40874215960502625,0.41678789258003235,0.5794576406478882,0.6723415851593018
1.0,7,5,conv1,0.0004038528131786734,0.0003433890815358609,0.000709490617737174,0.0012353913625702262
1.0,7,5,conv2,0.05119943991303444,0.04849397391080856,0.07443450391292572,0.10466527938842773
1.0,7,5,fc1,0.5640090703964233,0.5576705932617188,0.7628907561302185,0.8720492720603943
1.0,7,5,fc2,0.38438767194747925,0.3913828432559967,0.5839329361915588,0.700880765914917
