p,seed,epoch,layer,mean,median,p90,p99
0.375,7,1,conv1,0.0005919003742747009,0.000404538179282099,0.001100424793548882,0.0036413336638361216
0.375,7,1,conv2,0.015036503784358501,0.011741269379854202,0.029175208881497383,0.053106822073459625
0.375,7,1,fc1,0.49932366609573364,0.4915759861469269,0.5872935056686401,0.756025493144989
0.375,7,1,fc2,0.4850479066371918,0.49415820837020874,0.5750290155410767,0.6435413360595703
0.375,7,2,conv1,0.010851758532226086,0.009555831551551819,0.018707966431975365,0.030129099264740944
0.375,7,2,conv2,0.0779493898153305,0.07495951652526855,0.10524678975343704,0.14534825086593628
0.375,7,2,fc1,0.7424752712249756,0.7449865341186523,0.7821295261383057,0.8086540102958679
0.375,7,2,fc2,0.16872356832027435,0.16581273078918457,0.2104301154613495,0.2583678662776947
0.375,7,3,conv1,0.0162517037242651,0.013750651851296425,0.02911905013024807,0.044351425021886826
0.375,7,3,conv2,0.10226153582334518,0.09961195290088654,0.13445045053958893,0.16701345145702362
0.375,7,3,fc1,0.6985132098197937,0.7128430008888245,0.7646384239196777,0.7959749102592468
0.375,7,3,fc2,0.18297354876995087,0.1625099778175354,0.28189945220947266,0.43585360050201416
0.375,7,4,conv1,0.020456310361623764,0.0168672576546669,0.03718375042080879,0.060547951608896255
0.375,7,4,conv2,0.12231259793043137,0.11992351710796356,0.1539461761713028,0.18210618197917938
0.375,7,4,fc1,0.6770829558372498,0.6925729513168335,0.7493970394134521,0.7797483801841736
0.375,7,4,fc2,0.1801481992006302,0.15594513714313507,0.2908594310283661,0.42755624651908875
0.375,7,5,conv1,0.02647198922932148,0.0218953974545002,0.047373849898576736,0.08093780279159546
0.375,7,5,conv2,0.13790909945964813,0.1365995705127716,0.17122799158096313,0.2022608518600464
0.375,7,5,fc1,0.633597195148468,0.6498672366142273,0.7267089486122131,0.7629756927490234
0.375,7,5,fc2,0.20202168822288513,0.177005797624588,0.34239622950553894,0.46915605664253235
