epoch,step,train_loss,test_loss,test_accuracy,epsilon_spent,clip_fraction,preclip_norm_mean,preclip_norm_p90,preclip_norm_p99,powell_rate,modified_rate,damping_trigger_rate
1,234,0.6877565334240595,0.4809115045070648,0.8995,0.7861127240333559,0.5426014957264957,24.353403604947605,94.94274819814243,178.493138839037,0.0,0.875,0.4375
2,468,0.46951409403839683,0.43993115491867063,0.9235,0.8385078418579571,0.25380608974358976,15.934987320859207,61.3014609589536,185.3077601245326,0.25,0.8875,0.56875
3,702,0.43169433117294925,0.3944641446262598,0.934,0.8909029596825585,0.20057091346153846,15.038335963192148,41.687365356673546,207.15287122155866,0.3333333333333333,0.8916666666666667,0.6125
4,936,0.3969696595245956,0.3318610328976065,0.9449,0.9432980775071597,0.16457999465811965,13.657151796878912,24.25955021687043,215.3947980831831,0.375,0.90625,0.640625
5,1170,0.3519360062658277,0.3313693508986384,0.9459,0.995693195331761,0.1535957532051282,12.926107233406132,15.847201984152834,222.15631716475528,0.4,0.925,0.6625000000000001
