task,method,source,beta,seed,epoch,layer,research_only,cosA,relative_error_A,cosG,relative_error_G,group,trace_S,trace_R,layer_dimension,trace_S_per_dim,d_total,tau_layer,operator_state_bytes,condition_S,log_eigenvalue_spread_S,effective_rank_S,A_condition_raw,A_eigenvalue_min,A_eigenvalue_max,G_condition_raw,G_eigenvalue_min,G_eigenvalue_max
mnist,dp_kfm,pink,0.25,42,3,fc1,True,0.6054928522004717,0.9248842749201638,0.7086635329132942,6.103055130697967,fc1,200831.99999999997,19282.833415385525,200832,0.9999999999999999,206922,10.41506689778063,20138360,148.99924177060018,0.5432656569894737,156064.95432627262,2188075.6262174924,0.0010471934739190187,2291.338516216228,225.2547226586814,0.001,0.2252547226586814
mnist,dp_kfm,pink,0.25,42,3,fc2,True,0.7387342365395515,0.8655574187195095,0.7989660614083943,4.747567405684914,fc2,1290.0,732.5869209089209,1290,1.0,206922,1.7608831978593018,20138360,172.9854614670241,0.7959632686309336,972.738389556906,3090529.312000657,0.001,3090.5293120006572,289.7380619688074,0.001,0.2897380619688074
mnist,dp_kfm,pink,0.25,42,4,conv1,True,0.8614926739551457,0.7910968550528737,0.977673669667867,12.78733552038032,conv1,160.0,20.802524544989055,160,1.0,206922,7.691374172109368,20138360,3.0041421355315157,0.2784647639931672,153.2516399918451,26.52196311677133,0.0440558284960565,1.1684470584512139,3.070974709730011,0.0011425884805251676,0.0035088603273216307
mnist,dp_kfm,pink,0.25,42,4,conv2,True,0.929365297894502,0.8366493548591187,0.9742647750384855,9.51710039443123,conv2,4640.0,396.6633682025977,4640,1.0,206922,11.697576262273095,20138360,14.68365430812715,0.41570032550897257,4002.4620221249384,11480.750571072896,0.0027694369498594204,31.79521484364892,4.049172926668566,0.0011402395169471562,0.004617026981940069
mnist,dp_kfm,pink,0.25,42,4,fc1,True,0.6036309091989048,0.9258745688504386,0.7533361618809026,8.566634326846582,fc1,200832.0,20175.45052173658,200832,1.0,206922,9.954275855383159,20138360,140.7710348359745,0.5470058694532213,157496.784984024,1640508.4113539744,0.001060529111450347,1739.8069278200508,239.37277326026197,0.001,0.23937277326026196
mnist,dp_kfm,pink,0.25,42,4,fc2,True,0.7576160822839225,0.8511138785520094,0.8783830285928184,7.617661134920012,fc2,1290.0,778.1379930523324,1290,1.0,206922,1.657803643464101,20138360,174.8474146192606,0.826618924790677,970.0784647386938,3549508.241777159,0.001,3549.5082417771587,263.31079909496225,0.001,0.26331079909496224
mnist,dp_kfm,pink,0.25,42,5,conv1,True,0.8616006439084417,0.7910250283976866,0.9702728081013205,13.408493090519597,conv1,160.0,21.987431963657755,160,1.0,206922,7.276884370328391,20138360,3.1023782804780007,0.2799728346863265,153.18399064809395,26.598340780623076,0.04395867931369705,1.1692279326518402,3.4827673080546138,0.0012883088931735169,0.004486880095820748
mnist,dp_kfm,pink,0.25,42,5,conv2,True,0.927799175099791,0.8351783308451426,0.979858465701478,10.282623551719556,conv2,4640.0,430.91348717793824,4640,1.0,206922,10.76782263276896,20138360,16.39966817576876,0.4124463321650098,4021.858909453294,11518.98988718974,0.002721345526239948,31.347151596307004,6.279511298618221,0.0010021245243095707,0.006292852273024359
mnist,dp_kfm,pink,0.25,42,5,fc1,True,0.5761557235138306,0.9327376558296809,0.7622095746085646,9.680639696227738,fc1,200832.0,20858.912717842995,200832,1.0,206922,9.628114500340452,20138360,143.98337568227328,0.5500051648365891,158610.24232319437,1302857.8854627728,0.001,1302.8578854627729,329.8772455464837,0.001,0.32987724554648373
mnist,dp_kfm,pink,0.25,42,5,fc2,True,0.7272925541107401,0.8627398364771903,0.8754164889709588,8.436536735563068,fc2,1290.0,806.216189076909,1290,1.0,206922,1.6000671004597509,20138360,187.10720472112035,0.8142108261065011,978.8943283704656,3735264.501781767,0.001,3735.2645017817667,328.12602867460794,0.0010000059517326632,0.32812798159301043
