p,seed,epoch,layer,mean,median,p90,p99
1.0,42,1,conv1,9.802617569221184e-06,7.1547665356774814e-06,2.0311519620008767e-05,4.625511064659804e-05
1.0,42,1,conv2,0.008020155131816864,0.006321975030004978,0.015507171861827374,0.03161350637674332
1.0,42,1,fc1,0.5630686283111572,0.5672418475151062,0.6676512360572815,0.7627367377281189
1.0,42,1,fc2,0.42890143394470215,0.4232596158981323,0.54228675365448,0.6494151949882507
1.0,42,2,conv1,0.00011956927482970059,0.00010422454215586185,0.00019840367895085365,0.00036182694020681083
1.0,42,2,conv2,0.03704921528697014,0.03469894453883171,0.05325671285390854,0.07621654123067856
1.0,42,2,fc1,0.9021104574203491,0.9067890644073486,0.9286947846412659,0.9404979348182678
1.0,42,2,fc2,0.06072076037526131,0.055639296770095825,0.08998887240886688,0.1413760781288147
1.0,42,3,conv1,0.0002503196010366082,0.00021758195362053812,0.0004259378765709698,0.0007554583717137575
1.0,42,3,conv2,0.0498102530837059,0.046920254826545715,0.07176505029201508,0.09486662596464157
1.0,42,3,fc1,0.7844474911689758,0.8039485812187195,0.8738076090812683,0.9084941744804382
1.0,42,3,fc2,0.16549193859100342,0.14442236721515656,0.29554271697998047,0.40495848655700684
1.0,42,4,conv1,0.0003041874151676893,0.0002550089848227799,0.0005429816665127873,0.0009613248403184116
1.0,42,4,conv2,0.047092534601688385,0.04457010328769684,0.06930173188447952,0.09553016722202301
1.0,42,4,fc1,0.7050931453704834,0.718726396560669,0.8350573182106018,0.8874132633209229
1.0,42,4,fc2,0.2475101798772812,0.23214605450630188,0.40966230630874634,0.561631441116333
1.0,42,5,conv1,0.0003342384297866374,0.0002770634018816054,0.0005915016517974436,0.0010669956682249904
1.0,42,5,conv2,0.043586380779743195,0.040399327874183655,0.06218693032860756,0.0866374745965004
1.0,42,5,fc1,0.7023425102233887,0.7047862410545349,0.8000604510307312,0.8659836053848267
1.0,42,5,fc2,0.2537369132041931,0.2508782148361206,0.36044585704803467,0.4473274350166321
