p,seed,epoch,layer,mean,median,p90,p99
0.625,123,1,conv1,0.00010804951307363808,7.324574107769877e-05,0.00021427133469842374,0.0006134163122624159
0.625,123,1,conv2,0.011158664710819721,0.008765091188251972,0.022598471492528915,0.03944892808794975
0.625,123,1,fc1,0.5287003517150879,0.5239900350570679,0.6337257027626038,0.7403817176818848
0.625,123,1,fc2,0.46003293991088867,0.46582549810409546,0.5633089542388916,0.6446515321731567
0.625,123,2,conv1,0.00174173794221133,0.001442612032406032,0.003085459815338254,0.005723162554204464
0.625,123,2,conv2,0.05541794002056122,0.05046022683382034,0.07958881556987762,0.1374412328004837
0.625,123,2,fc1,0.8178378939628601,0.8227338790893555,0.8596944212913513,0.8828750848770142
0.625,123,2,fc2,0.1250023990869522,0.11992363631725311,0.16891606152057648,0.24288268387317657
0.625,123,3,conv1,0.002966712461784482,0.0024583893828094006,0.005327773746103048,0.009026271291077137
0.625,123,3,conv2,0.07568972557783127,0.07121910154819489,0.10199979692697525,0.1529853641986847
0.625,123,3,fc1,0.7487941384315491,0.7633918523788452,0.8299630880355835,0.8643735647201538
0.625,123,3,fc2,0.17254945635795593,0.15582327544689178,0.2846066355705261,0.4137786328792572
0.625,123,4,conv1,0.003216755110770464,0.0027214940637350082,0.0055651674047112465,0.009813742712140083
0.625,123,4,conv2,0.08211827278137207,0.07797794044017792,0.11544118076562881,0.16527026891708374
0.625,123,4,fc1,0.6201738119125366,0.6279103755950928,0.7700056433677673,0.8425844311714172
0.625,123,4,fc2,0.2944912016391754,0.28615859150886536,0.4691058099269867,0.6076934933662415
0.625,123,5,conv1,0.004760731011629105,0.004062473773956299,0.008123657666146755,0.01352679543197155
0.625,123,5,conv2,0.10370806604623795,0.10085396468639374,0.13283973932266235,0.16965733468532562
0.625,123,5,fc1,0.7504194378852844,0.7537218332290649,0.812758207321167,0.8496703505516052
0.625,123,5,fc2,0.14111174643039703,0.13387082517147064,0.21631257236003876,0.3001227080821991
