estimator,label_seed,layer,kron_relative_error,A_relative_error,A_cosine,C_relative_error,C_cosine,C_relative_error_vs_KFLR
KFLR,-1,conv1,3.5075728263823316,0.78933135431504,0.8626952056098109,15.699227287979244,0.940255937909487,0.0
KFLR,-1,conv2,14.084419696114226,0.5159975874193019,0.8617248329019386,18.44905688749813,0.9603836029262984,0.0
KFLR,-1,fc1,6.886975191962301,0.9487778237136759,0.31828157219349534,19.064668994112754,0.5401471082763485,0.0
KFLR,-1,fc2,2.6060623776450087,0.9531614625480671,0.3900754712102545,18.31535056103389,0.8263538315148006,0.0
KFAC-M-3,1,conv1,3.5344195588088616,0.78933135431504,0.8626952056098109,15.804827215774056,0.9401093447721779,0.007529929745942354
KFAC-M-3,1,conv2,14.186376858154889,0.5159975874193019,0.8617248329019386,18.58189538670496,0.9600619157816913,0.007918648421764374
KFAC-M-3,1,fc1,6.938855279846347,0.9487778237136759,0.31828157219349534,19.211167853602344,0.542507979761744,0.044365424662828445
KFAC-M-3,1,fc2,2.6032603722201446,0.9531614625480671,0.3900754712102545,18.297124445651754,0.8276784317424902,0.03297402709722519
KFAC-M-3,0,conv1,3.4735475536266356,0.78933135431504,0.8626952056098109,15.564570066855126,0.9401864473041313,0.008677417412400246
KFAC-M-3,0,conv2,13.961977307404196,0.5159975874193019,0.8617248329019386,18.289474981053804,0.9603897092475151,0.008858297020196915
KFAC-M-3,0,fc1,6.811273932373367,0.9487778237136759,0.31828157219349534,18.850606145237318,0.5389929971912009,0.04872867837548256
KFAC-M-3,0,fc2,2.5793114276731743,0.9531614625480671,0.3900754712102545,18.11253233395748,0.8248663320737346,0.033591169863939285
KFAC-U-3,0,conv1,9.479922777557288,0.78933135431504,0.8626952056098109,39.09306392999649,0.9421491910879549,1.4071484804153442
KFAC-U-3,0,conv2,33.99339102594191,0.5159975874193019,0.8617248329019386,44.38592326347714,0.955915311496217,1.3390583992004395
KFAC-U-3,0,fc1,18.01073532675838,0.9487778237136759,0.31828157219349534,50.360521241294364,0.4791102290185779,1.7336721420288086
KFAC-U-3,0,fc2,5.159687560171351,0.9531614625480671,0.3900754712102545,36.64480299137127,0.794398634369231,1.0409917831420898
