estimator,layer,kron_relative_error,A_relative_error,A_cosine,C_relative_error,C_cosine,C_relative_error_vs_KFLR,scope
KFAC-M-1,conv1,3.4627466973433503,0.7893313543150399,0.8626952056098109,15.522561237378461,0.9404112544899826,0.013578594041367372,layer_seed_mean
KFAC-M-1,conv2,13.915881700166906,0.5159975874193019,0.8617248329019386,18.22948558761461,0.9610435636140902,0.014778830111026764,layer_seed_mean
KFAC-M-1,fc1,6.791388004581466,0.948777823713676,0.31828157219349534,18.794235764796454,0.5395020722810979,0.08632951229810715,layer_seed_mean
KFAC-M-1,fc2,2.5694475790604643,0.9531614625480671,0.3900754712102545,18.046759482786076,0.8287934250502015,0.06455176323652267,layer_seed_mean
KFAC-M-3,conv1,3.4933587473363996,0.7893313543150399,0.8626952056098109,15.642240367998845,0.9399926199365339,0.008631597428272167,layer_seed_mean
KFAC-M-3,conv2,14.050283907008662,0.5159975874193019,0.8617248329019386,18.404534486472922,0.9601500782373141,0.008302341836194197,layer_seed_mean
KFAC-M-3,fc1,6.8586020045634015,0.948777823713676,0.31828157219349534,18.984239691294935,0.5413868073364331,0.046140216290950775,layer_seed_mean
KFAC-M-3,fc2,2.5921058809752786,0.9531614625480671,0.3900754712102545,18.20944801485741,0.8255252525405141,0.03294322142998377,layer_seed_mean
KFAC-M-9,conv1,3.4985799537236546,0.7893313543150399,0.8626952056098109,15.663356120549068,0.9401486304990004,0.005756134555364649,layer_seed_mean
KFAC-M-9,conv2,14.074224052527109,0.5159975874193019,0.8617248329019386,18.435779923680702,0.9604699356257309,0.006125942260647814,layer_seed_mean
KFAC-M-9,fc1,6.881418419752554,0.948777823713676,0.31828157219349534,19.04897697960537,0.5398314325257579,0.02788776469727357,layer_seed_mean
KFAC-M-9,fc2,2.60069140718517,0.9531614625480671,0.3900754712102545,18.27028414554337,0.8239079587601771,0.022640846048792202,layer_seed_mean
KFAC-U-1,conv1,9.631663277912338,0.7893313543150399,0.8626952056098109,39.68598296615827,0.9423891353874007,1.4428395827611287,layer_seed_mean
KFAC-U-1,conv2,34.53330124496609,0.5159975874193019,0.8617248329019386,45.089186332955684,0.9558029774301775,1.3754373788833618,layer_seed_mean
KFAC-U-1,fc1,18.073234031359263,0.948777823713676,0.31828157219349534,50.535641325408925,0.4816860500535387,1.746313214302063,layer_seed_mean
KFAC-U-1,fc2,5.182105508446828,0.9531614625480671,0.3900754712102545,36.81225370258101,0.7991466247873379,1.0527698993682861,layer_seed_mean
KFAC-U-3,conv1,9.498388079236625,0.7893313543150399,0.8626952056098109,39.165769949569665,0.9423927830741476,1.4116079012552898,layer_seed_mean
KFAC-U-3,conv2,34.0403999553428,0.5159975874193019,0.8617248329019386,44.44712274497186,0.9556570704953558,1.3425167798995972,layer_seed_mean
KFAC-U-3,fc1,18.001485539563472,0.948777823713676,0.31828157219349534,50.334668233149564,0.4780625440450225,1.7362996339797974,layer_seed_mean
