method,source,seed,epoch,layer,diagnostic_scope,cosA,relative_frobenius_A,cosG,relative_frobenius_G,fisher_cosine_proxy
full_pink,pink,42,1,conv1,research-only: unnoised oracle/clipping/norm diagnostics; not a DP release,0.8618116263472527,0.7908662092298306,0.9450936310905809,0.3635822540809578,0.814492679260604
full_pink,pink,42,1,conv2,research-only: unnoised oracle/clipping/norm diagnostics; not a DP release,0.8169699345649275,0.6628943531273978,0.9694311269565408,0.25455866234223745,0.791996084354889
full_pink,pink,42,1,fc1,research-only: unnoised oracle/clipping/norm diagnostics; not a DP release,0.7100319801040785,0.7637139184871902,0.8087095110663746,0.6252412489505964,0.5742096154714591
full_pink,pink,42,1,fc2,research-only: unnoised oracle/clipping/norm diagnostics; not a DP release,0.854649087127294,0.5625582573472794,0.9977399115870446,0.06720479519845772,0.8527175046283347
full_pink,pink,42,2,conv1,research-only: unnoised oracle/clipping/norm diagnostics; not a DP release,0.861674992974544,0.7909976554819105,0.9906507295697624,4.493386942011819,0.8536189604422519
full_pink,pink,42,2,conv2,research-only: unnoised oracle/clipping/norm diagnostics; not a DP release,0.8330709827426744,0.8027509539897675,0.9826913602869135,4.386426310222451,0.8186516572469545
full_pink,pink,42,2,fc1,research-only: unnoised oracle/clipping/norm diagnostics; not a DP release,0.5844219578130341,0.9468838974052904,0.8564226372374911,4.289212015313323,0.5005121943697364
full_pink,pink,42,2,fc2,research-only: unnoised oracle/clipping/norm diagnostics; not a DP release,0.9134657895310289,0.9602872168813229,0.88332430562988,4.85287405719926,0.8068865342541461
full_pink,pink,42,3,conv1,research-only: unnoised oracle/clipping/norm diagnostics; not a DP release,0.8611448779803761,0.7913566638596873,0.9915434163214747,8.190270763247309,0.8538625342604016
full_pink,pink,42,3,conv2,research-only: unnoised oracle/clipping/norm diagnostics; not a DP release,0.862266036067402,0.8188810468664501,0.9811809648704235,8.11074182474138,0.846039021243609
full_pink,pink,42,3,fc1,research-only: unnoised oracle/clipping/norm diagnostics; not a DP release,0.5937266802181997,0.9450073434666271,0.8147732013149138,7.447828221342433,0.48375258794745873
full_pink,pink,42,3,fc2,research-only: unnoised oracle/clipping/norm diagnostics; not a DP release,0.8715936820583757,0.9530729718889326,0.8727872550911587,8.467441122093812,0.7607158573185259
full_pink,pink,42,4,conv1,research-only: unnoised oracle/clipping/norm diagnostics; not a DP release,0.8614926739551457,0.7910968550528737,0.9905626624139807,8.95095853020828,0.8533624767631486
full_pink,pink,42,4,conv2,research-only: unnoised oracle/clipping/norm diagnostics; not a DP release,0.8738729089740045,0.8201463742526572,0.9782053974889673,8.512735641654206,0.8548271962777562
full_pink,pink,42,4,fc1,research-only: unnoised oracle/clipping/norm diagnostics; not a DP release,0.5940811725420612,0.9414260332695041,0.7768791990290292,7.168509513665401,0.461529305482703
full_pink,pink,42,4,fc2,research-only: unnoised oracle/clipping/norm diagnostics; not a DP release,0.8379688543649998,0.9512051753960156,0.8764184409359752,8.710272381929252,0.7344113568954784
full_pink,pink,42,5,conv1,research-only: unnoised oracle/clipping/norm diagnostics; not a DP release,0.8616006439084417,0.7910250283976866,0.9840776570047509,12.005039960220238,0.847881942931204
full_pink,pink,42,5,conv2,research-only: unnoised oracle/clipping/norm diagnostics; not a DP release,0.8768978816166948,0.814220841583051,0.9761555807074668,10.887247324196693,0.8559887608506922
full_pink,pink,42,5,fc1,research-only: unnoised oracle/clipping/norm diagnostics; not a DP release,0.5770417192828154,0.9411435791993003,0.788883233902964,9.913440806560038,0.4552185376047538
full_pink,pink,42,5,fc2,research-only: unnoised oracle/clipping/norm diagnostics; not a DP release,0.8204835810551758,0.9490388684524752,0.9217709796952486,11.889914357386962,0.7562979543330953
